TIMESTAMP,RECORD,Rain_mm_Tot,PanLevel,AirTC_Avg,RH,T107_C_Avg,PTemp_C,AirTC_Max,AirTC_TMx,RH_Max,RH_TMx,T107_C_Max,T107_C_TMx,WS_ms_Max,WS_ms_TMx,AirTC_Min,AirTC_TMn,RH_Min,RH_TMn,T107_C_Min,T107_C_TMn,WS_ms_Min,WS_ms_TMn,SlrkW_2_Avg,SlrMJ_2_Tot,PAR_Den_Avg,PAR_Tot_Tot,BP_mmHg,AirTC_Std,T107_C_Std,SlrkW_2_Std,PAR_Den_Std,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Std,WindDir_Hst(1),WindDir_Hst(2),WindDir_Hst(3),WindDir_Hst(4),WindDir_Hst(5),WindDir_Hst(6),WindDir_Hst(7),WindDir_Hst(8),BattV,
TS,RN,mm,inches,Deg C,%,Deg C,Deg C,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,kW/m^2,MJ/m^2,umol/s/m^2,mmol/m^2,mmHg,Deg C,Deg C,kW/m^2,umol/s/m^2,meters/second,Deg,Deg,meters/second,degrees,degrees,degrees,degrees,degrees,degrees,degrees,degrees,Volts,
,,Tot,Smp,Avg,Smp,Avg,Smp,Max,TMx,Max,TMx,Max,TMx,Max,TMx,Min,TMn,Min,TMn,Min,TMn,Min,TMn,Avg,Tot,Avg,Tot,Smp,Std,Std,Std,Std,WVc,WVc,WVc,Std,"Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02",Smp,Comentarios
5/25/2015 0:00,502,0.9,1.72,25.74,100,27.84,22.81,32.36,5/25/2015 11:26,100,5/25/2015 20:36,42.7,5/25/2015 10:50,3.396,5/25/2015 13:57,22.29,5/25/2015 6:17,55.81,5/25/2015 11:26,22.33,5/25/2015 4:55,0,5/25/2015 0:00,88.5,0.7592314,63.13,5453.417,764.5,3.12,5.973,152.1,246,0.396,146.3,60.1,0.532,0.044,0.031,0.046,0.088,0.061,0.03,0.035,0.06,12.25,Desconectado el Pan 
5/26/2015 0:00,503,0.5,1.719,25.4,98.8,28.32,22.31,31.48,5/26/2015 14:03,100,5/26/2015 0:00,42.15,5/26/2015 11:32,3.795,5/26/2015 14:33,21.53,5/26/2015 6:17,56.32,5/26/2015 13:10,22.03,5/26/2015 5:12,0,5/26/2015 0:00,111.7,0.9587994,69.45,5998.807,763.4,3.295,6.028,180.7,186.2,0.408,206.6,55.7,0.591,0.028,0.013,0.029,0.104,0.085,0.04,0.049,0.061,12.27,Desconectado el Pan 
5/27/2015 0:00,504,0,1.72,25.06,98.3,,22.39,31.17,5/27/2015 11:47,100,5/27/2015 2:04,NAN,5/27/2015 1:54,3.555,5/27/2015 11:47,20.59,5/27/2015 3:59,55.04,5/27/2015 15:45,NAN,5/27/2015 1:54,0,5/27/2015 0:00,81.1,0.695744,47.81,4130.054,762.6,3.419,NAN,128,123.4,0.373,173.2,57.81,0.544,0.029,0.019,0.035,0.105,0.066,0.026,0.042,0.05,12.26,Desconectado el Pan 
5/28/2015 0:00,505,3.9,1.72,26.05,99.6,32.24,22.47,33.39,5/28/2015 13:10,100,5/28/2015 2:24,49.75,5/28/2015 11:03,4.514,5/28/2015 14:11,21.41,5/28/2015 6:26,50.15,5/28/2015 13:46,23.4,5/28/2015 5:42,0,5/28/2015 0:00,128.9,1.105984,142,12268.81,763.3,3.962,8.64,192,446.4,0.372,74.81,49.16,0.56,0.082,0.09,0.047,0.055,0.018,0.009,0.026,0.046,12.25,Desconectado el Pan 
5/29/2015 0:00,506,19.5,1.72,24.35,100,,22.36,29.81,5/29/2015 8:53,100,5/29/2015 0:41,NAN,5/30/2015 0:00,2.597,5/29/2015 15:55,21.79,5/29/2015 2:01,73.12,5/29/2015 8:56,NAN,5/30/2015 0:00,0,5/29/2015 0:00,39.43,0.3384576,14.78,1276.765,763.6,2.414,NAN,67.49,28.02,0.126,131.2,33.04,0.273,0.013,0.011,0.029,0.042,0.009,0.004,0.011,0.007,12.25,Desconectado el Pan 
5/30/2015 0:00,507,12.1,1.723,25.73,100,,24.95,30.72,5/30/2015 9:33,100,5/30/2015 0:00,NAN,5/31/2015 0:00,2.597,5/30/2015 11:11,21.77,5/30/2015 3:02,70.32,5/30/2015 9:25,NAN,5/31/2015 0:00,0,5/30/2015 0:00,68.22,0.5855592,28.89,2495.512,763.6,2.853,NAN,105,150.9,0.184,161,37.2,0.292,0.013,0.009,0.025,0.071,0.035,0.012,0.013,0.007,12.27,Desconectado el Pan 
5/31/2015 0:00,508,8.1,1.722,26.68,100,,24.87,32.27,5/31/2015 11:10,100,5/31/2015 0:00,NAN,6/1/2015 0:00,3.156,5/31/2015 11:34,23.95,5/31/2015 2:22,66.14,5/31/2015 11:10,NAN,6/1/2015 0:00,0,5/31/2015 0:04,69.96,0.6005002,64.88,5604.639,765.2,2.239,NAN,114,238.8,0.355,129.6,51.03,0.444,0.048,0.048,0.073,0.099,0.027,0.016,0.025,0.019,12.28,Desconectado el Pan 
6/1/2015 0:00,509,0.8,1.722,26.81,100,,24.36,32.07,6/1/2015 12:21,100,6/1/2015 0:00,NAN,6/2/2015 0:00,3.076,6/1/2015 9:37,23.89,6/1/2015 5:24,61.72,6/1/2015 12:59,NAN,6/2/2015 0:00,0,6/1/2015 0:00,97.7,0.8387969,75.04,6481.862,764.3,2.583,NAN,155.6,240.6,0.435,148.8,56.03,0.469,0.05,0.049,0.064,0.13,0.064,0.029,0.031,0.018,12.27,Desconectado el Pan 
6/2/2015 0:00,510,4.6,1.72,25.92,100,,22.67,31.94,6/2/2015 11:53,100,6/2/2015 0:00,NAN,6/3/2015 0:00,4.514,6/2/2015 13:58,22.75,6/2/2015 23:20,63.97,6/2/2015 12:09,NAN,6/3/2015 0:00,0,6/2/2015 0:00,86.3,0.7407979,174.2,15049.33,763.1,2.554,NAN,147.8,435.3,0.351,124.1,51.73,0.465,0.053,0.057,0.06,0.089,0.035,0.018,0.017,0.022,12.26,Desconectado el Pan 
6/3/2015 0:00,511,7,1.722,26.05,99.7,,23.75,32.12,6/3/2015 12:06,100,6/3/2015 0:00,NAN,6/3/2015 22:34,3.236,6/3/2015 11:34,22.36,6/3/2015 4:17,62.87,6/3/2015 12:05,NAN,6/3/2015 22:34,0,6/3/2015 0:00,97.6,0.8379718,217.1,18756.41,763.4,2.964,NAN,163.1,564.4,0.387,115.7,57.81,0.477,0.069,0.055,0.055,0.094,0.039,0.02,0.023,0.033,12.27,Desconectado el Pan 
6/4/2015 0:00,512,0,1.72,26.42,99.9,32.53,23.07,33.04,6/4/2015 14:24,100,6/4/2015 1:05,44.23,6/4/2015 9:20,3.875,6/4/2015 16:16,22.97,6/4/2015 6:17,61.21,6/4/2015 14:15,25.25,6/4/2015 21:47,0,6/4/2015 0:00,95.2,0.8175259,210.7,18203.68,764.1,3.124,5.344,151.1,482.9,0.452,107.2,54.9,0.56,0.083,0.083,0.085,0.103,0.024,0.01,0.028,0.037,12.26,Desconectado el Pan 
6/5/2015 0:00,513,0.2,1.723,26.86,98.2,32.03,24.51,33.12,6/5/2015 14:30,100,6/5/2015 0:10,47.12,6/5/2015 11:12,3.955,6/5/2015 15:08,22.69,6/5/2015 5:27,57.14,6/5/2015 13:10,25.9,6/5/2015 4:40,0,6/5/2015 0:00,109.8,0.9424023,168.5,14554.42,762.8,3.385,6.423,170,433.6,0.481,110,61.27,0.543,0.085,0.1,0.078,0.091,0.042,0.016,0.028,0.041,12.27,Desconectado el Pan 
6/6/2015 0:00,514,0.1,1.722,27.17,98.8,30.39,24.51,32.45,6/6/2015 14:38,98.9,6/6/2015 23:59,41.2,6/6/2015 12:04,5.073,6/6/2015 13:39,23.87,6/6/2015 5:06,62.94,6/6/2015 14:38,25.34,6/6/2015 4:39,0,6/6/2015 0:01,95.6,0.8206216,54.87,4739.924,763.4,2.625,4.971,147.6,243.9,0.721,149.8,74.85,0.59,0.121,0.125,0.104,0.124,0.111,0.037,0.044,0.055,12.26,Desconectado el Pan 
6/7/2015 0:00,515,2.6,1.722,26.96,99.4,29.86,23.27,31.7,6/7/2015 10:24,100,6/7/2015 3:54,43.69,6/7/2015 9:50,3.715,6/7/2015 16:33,23.4,6/7/2015 23:53,66,6/7/2015 10:56,24.53,6/7/2015 22:09,0,6/7/2015 0:00,77.51,0.6652871,18.36,1585.672,764.4,2.52,4.837,124.1,34.75,0.518,124.9,65.01,0.482,0.071,0.08,0.094,0.125,0.051,0.021,0.038,0.037,12.26,Desconectado el Pan 
6/8/2015 0:00,516,0,1.723,26.76,97.7,NAN,24.48,32.85,6/8/2015 13:08,100,6/8/2015 1:33,NAN,6/8/2015 23:45,3.476,6/8/2015 12:23,22.17,6/8/2015 3:19,58.36,6/8/2015 11:56,NAN,6/8/2015 23:45,0,6/8/2015 0:00,104.8,0.8994925,72.25,6240.947,764.3,3.559,NAN,163.2,220.6,0.464,125.5,59.99,0.51,0.079,0.066,0.07,0.114,0.043,0.028,0.034,0.031,12.26,Desconectado el Pan 
6/9/2015 0:00,517,0,1.72,26.78,98.5,NAN,23.61,32.7,6/9/2015 13:23,100,6/9/2015 4:03,NAN,6/10/2015 0:00,3.156,6/9/2015 12:50,22.65,6/9/2015 5:20,53.57,6/9/2015 13:29,NAN,6/10/2015 0:00,0,6/9/2015 0:00,105,0.9010192,17.97,1551.956,763.8,3.258,NAN,153.7,30.22,0.395,125.8,61.37,0.487,0.055,0.047,0.051,0.09,0.041,0.021,0.041,0.05,12.26,Desconectado el Pan 
6/10/2015 0:00,518,20.1,1.72,25.5,100,NAN,22.95,32.19,6/10/2015 12:31,100,6/10/2015 3:25,NAN,6/11/2015 0:00,3.156,6/10/2015 14:41,21.62,6/10/2015 6:08,57.88,6/10/2015 11:46,NAN,6/11/2015 0:00,0,6/10/2015 0:01,87.9,0.7546464,134.5,11617.48,763.8,3.002,NAN,136.2,301.8,0.35,147.5,52.06,0.443,0.041,0.027,0.052,0.107,0.053,0.021,0.021,0.029,12.25,Desconectado el Pan 
6/11/2015 0:00,519,4.4,1.72,25.91,99.7,NAN,23.47,32.1,6/11/2015 12:24,100,6/11/2015 0:00,NAN,6/12/2015 0:00,3.635,6/11/2015 10:31,22.69,6/11/2015 5:41,59.96,6/11/2015 12:22,NAN,6/12/2015 0:00,0,6/11/2015 0:00,89.4,0.7675699,101.6,8777.331,765.1,2.699,NAN,142.5,250.1,0.378,148.9,50.68,0.465,0.044,0.03,0.056,0.13,0.054,0.027,0.017,0.019,12.26,Desconectado el Pan 
6/12/2015 0:00,520,0.3,1.722,26.84,96.6,NAN,25.19,32.1,6/12/2015 12:36,100,6/12/2015 0:19,NAN,6/13/2015 0:00,3.476,6/12/2015 14:55,22.5,6/12/2015 4:17,61.79,6/12/2015 14:47,NAN,6/13/2015 0:00,0,6/12/2015 0:00,109.2,0.9373471,15.7,1356.567,765.5,3.128,NAN,152.3,30.89,0.443,137.4,48.97,0.531,0.044,0.054,0.095,0.134,0.049,0.029,0.021,0.016,12.26,Desconectado el Pan 
6/13/2015 0:00,521,0.5,1.723,27.77,93.5,NAN,25.25,33.14,6/13/2015 13:35,99.1,6/13/2015 3:29,NAN,6/14/2015 0:00,3.156,6/13/2015 11:12,24.79,6/13/2015 4:07,55.74,6/13/2015 13:35,NAN,6/14/2015 0:00,0,6/13/2015 0:00,117.2,1.006379,17.69,1528.175,765.4,2.569,NAN,169,35.23,0.583,142.9,64.08,0.527,0.075,0.071,0.095,0.157,0.073,0.043,0.036,0.033,12.25,Desconectado el Pan 
6/14/2015 0:00,522,0.7,1.72,27.21,100,NAN,23.5,32.76,6/14/2015 13:36,100,6/14/2015 23:00,NAN,6/14/2015 9:18,4.035,6/14/2015 13:46,23.24,6/14/2015 23:56,60.05,6/14/2015 12:50,NAN,6/14/2015 9:18,0,6/14/2015 0:00,106.5,0.9141266,8.84,763.4434,765.1,2.93,NAN,156.5,13.94,0.51,130.8,60.34,0.549,0.081,0.077,0.073,0.123,0.059,0.031,0.031,0.035,12.26,Desconectado el Pan 
6/15/2015 0:00,523,0.1,1.722,26.66,97.3,NAN,24.22,32.95,6/15/2015 13:56,100,6/15/2015 0:00,NAN,6/15/2015 9:44,3.236,6/15/2015 14:58,22.41,6/15/2015 4:15,59.32,6/15/2015 14:40,NAN,6/15/2015 9:44,0,6/15/2015 0:00,116.9,1.003229,22.5,1943.495,765.6,3.479,NAN,171.6,57.53,0.404,141.6,53.58,0.509,0.05,0.048,0.067,0.108,0.053,0.027,0.024,0.026,12.25,Desconectado el Pan 
6/16/2015 0:00,524,0,1.723,26.68,95.7,NAN,24.98,32.75,6/16/2015 12:54,100,6/16/2015 4:47,NAN,6/16/2015 11:13,4.115,6/16/2015 12:15,21.92,6/16/2015 5:35,50.21,6/16/2015 12:44,NAN,6/16/2015 11:13,0,6/16/2015 0:00,92,0.7900847,12.59,1087.95,765.1,3.126,NAN,135.7,21.19,0.387,126.9,60.62,0.488,0.058,0.04,0.049,0.09,0.047,0.028,0.031,0.044,12.26,Desconectado el Pan 
6/17/2015 0:00,525,4,1.723,26.2,100,36.26,25.22,29.64,6/17/2015 10:56,100,6/17/2015 7:47,37.51,6/17/2015 13:00,2.197,6/17/2015 10:35,24.59,6/17/2015 2:04,80.7,6/17/2015 10:57,35.02,6/17/2015 7:47,0,6/17/2015 0:00,34.5,0.296142,7.246,625.9159,765.1,1.224,0.869,53.9,9.49,0.189,165.8,42.04,0.312,0.014,0.01,0.019,0.068,0.033,0.014,0.015,0.017,12.26,Desconectado el Pan 
6/18/2015 0:00,526,0.1,1.723,27.66,96,NAN,25.49,32.8,6/18/2015 14:31,100,6/18/2015 0:00,NAN,6/18/2015 23:45,2.757,6/18/2015 11:51,24.7,6/18/2015 4:10,64.3,6/18/2015 12:28,NAN,6/18/2015 23:45,0,6/18/2015 0:00,92.8,0.7967072,15.15,1308.301,765.5,2.471,NAN,138,29.68,0.383,140,53.38,0.457,0.041,0.031,0.069,0.117,0.049,0.028,0.024,0.025,12.27,Desconectado el Pan 
6/19/2015 0:00,527,0,1.722,27.52,97.7,NAN,24.04,33.28,6/19/2015 13:28,99.5,6/19/2015 2:20,NAN,6/19/2015 12:38,3.156,6/19/2015 9:32,23.81,6/19/2015 23:57,58.04,6/19/2015 13:56,NAN,6/19/2015 12:38,0,6/19/2015 0:00,112.7,0.9669279,13.69,1182.889,765.4,3.149,NAN,157.9,25.39,0.417,111.7,55.08,0.521,0.074,0.054,0.065,0.104,0.038,0.022,0.021,0.038,12.25,Desconectado el Pan 
6/20/2015 0:00,528,0,1.724,27.21,95.2,NAN,24.87,33.1,6/20/2015 13:13,100,6/20/2015 3:44,NAN,6/20/2015 9:29,2.916,6/20/2015 14:38,23.2,6/20/2015 6:01,56.44,6/20/2015 13:15,NAN,6/20/2015 9:29,0,6/20/2015 0:00,111.6,0.9581961,22.96,1983.51,765.6,3.313,NAN,163.5,119.2,0.41,115.7,61.42,0.503,0.061,0.058,0.055,0.082,0.049,0.029,0.028,0.048,12.26,Desconectado el Pan 
6/21/2015 0:00,529,0.9,1.723,27,91.5,NAN,25.13,33.02,6/21/2015 12:34,100,6/21/2015 5:30,NAN,6/22/2015 0:00,3.635,6/21/2015 4:49,22.91,6/21/2015 5:59,52.09,6/21/2015 12:36,NAN,6/22/2015 0:00,0,6/21/2015 0:01,109.5,0.9398074,21.28,1838.193,766.1,3.021,NAN,173,41.9,0.451,143.5,55.45,0.51,0.046,0.047,0.077,0.132,0.055,0.031,0.031,0.032,12.26,Desconectado el Pan 
6/22/2015 0:00,530,25.1,1.723,26.08,93.1,NAN,25.28,32.96,6/22/2015 11:36,100,6/22/2015 3:09,NAN,6/22/2015 17:13,2.996,6/22/2015 12:45,22.75,6/22/2015 14:35,61.95,6/22/2015 11:26,NAN,6/22/2015 17:13,0,6/22/2015 0:00,73.39,0.6299405,30.21,2609.858,766.6,2.512,NAN,141.6,139.4,0.463,141.1,61.04,0.498,0.054,0.05,0.071,0.13,0.061,0.029,0.023,0.045,12.26,Desconectado el Pan 
6/23/2015 0:00,531,1.3,1.724,26.67,90.2,NAN,25.83,31.55,6/23/2015 12:50,100,6/23/2015 3:42,NAN,6/24/2015 0:00,3.156,6/23/2015 13:09,23.51,6/23/2015 4:37,61.44,6/23/2015 12:51,NAN,6/24/2015 0:00,0,6/23/2015 0:00,77.45,0.6647937,94.1,8127.467,767,2.332,NAN,125.8,232,0.435,146.8,52.59,0.5,0.041,0.048,0.071,0.142,0.052,0.032,0.027,0.022,12.26,Desconectado el Pan 
6/24/2015 0:00,532,1.2,1.724,27.54,89.8,NAN,25.58,32.07,6/24/2015 14:19,100,6/24/2015 5:12,NAN,6/25/2015 0:00,3.396,6/24/2015 14:36,24.33,6/24/2015 5:31,62.5,6/24/2015 13:28,NAN,6/25/2015 0:00,0,6/24/2015 0:00,110.4,0.9476881,21.2,1831.711,767.3,2.381,NAN,156.5,38.14,0.698,128.5,55.11,0.561,0.068,0.099,0.186,0.206,0.054,0.034,0.028,0.023,12.26,Desconectado el Pan 
6/25/2015 0:00,533,0,1.722,27.23,94.8,NAN,24.36,32.01,6/25/2015 11:52,95.3,6/25/2015 23:56,NAN,6/26/2015 0:00,3.715,6/25/2015 15:37,24.12,6/26/2015 0:00,58.97,6/25/2015 11:00,NAN,6/26/2015 0:00,0,6/25/2015 0:00,92.9,0.7972031,60.42,5219.514,766.6,2.253,NAN,138.5,106.1,0.588,157.3,68.83,0.542,0.067,0.05,0.065,0.144,0.112,0.052,0.049,0.051,12.26,Desconectado el Pan 
6/26/2015 0:00,534,5.4,1.723,26.89,97.5,NAN,25.16,32.38,6/26/2015 14:03,100,6/26/2015 4:29,NAN,6/26/2015 22:56,3.236,6/26/2015 11:33,22.69,6/26/2015 6:04,62.06,6/26/2015 14:41,NAN,6/26/2015 22:56,0,6/26/2015 0:00,112,0.961546,114.8,9912.789,767.1,2.907,NAN,168.3,315.5,0.511,134.2,54.05,0.53,0.054,0.063,0.108,0.153,0.057,0.025,0.027,0.022,12.25,Desconectado el Pan 
6/27/2015 0:00,535,1.2,1.725,27.67,90,NAN,26.34,32.6,6/27/2015 12:38,100,6/27/2015 4:26,NAN,6/27/2015 10:50,4.834,6/27/2015 10:03,24.48,6/27/2015 4:53,56.97,6/27/2015 12:34,NAN,6/27/2015 10:50,0,6/27/2015 0:00,113.4,0.9730787,41.23,3561.684,766.4,2.516,NAN,168.8,201.3,0.612,127,59.21,0.564,0.077,0.091,0.127,0.167,0.055,0.035,0.032,0.029,12.26,Desconectado el Pan 
6/28/2015 0:00,536,3.2,1.724,27.52,93.1,34.11,25.85,32.17,6/28/2015 14:18,100,6/28/2015 5:18,36.56,6/28/2015 14:24,4.434,6/28/2015 11:12,24.88,6/28/2015 1:24,64.27,6/28/2015 14:01,32.3,6/28/2015 5:37,0,6/28/2015 0:02,90.9,0.7802885,18.7,1615.491,767.1,2.193,1.418,131.4,32.79,0.618,125.5,60.03,0.502,0.075,0.096,0.131,0.176,0.055,0.029,0.026,0.031,12.26,Desconectado el Pan 
6/29/2015 0:00,537,0,1.724,27.1,88.6,NAN,25.7,32.23,6/29/2015 11:56,99.3,6/29/2015 6:16,NAN,6/29/2015 10:39,4.434,6/29/2015 17:04,23.13,6/29/2015 6:05,58.48,6/29/2015 12:03,NAN,6/29/2015 10:39,0,6/29/2015 0:00,78.61,0.6747277,19.53,1686.668,766.1,2.622,NAN,124,51.94,0.606,150.5,66.42,0.565,0.056,0.055,0.078,0.161,0.108,0.051,0.053,0.044,12.25,Desconectado el Pan 
6/30/2015 0:00,538,20.8,1.721,24.75,100,29.85,23.87,29.5,6/30/2015 10:31,100,6/30/2015 20:36,33.15,6/30/2015 1:15,2.597,6/30/2015 10:29,22.49,6/30/2015 4:54,75.02,6/30/2015 10:29,28.68,6/30/2015 23:07,0,6/30/2015 0:00,40.17,0.3447922,5.646,487.7386,766.9,1.189,0.716,66.3,12.18,0.282,155.1,43.29,0.376,0.025,0.025,0.04,0.097,0.054,0.018,0.014,0.01,12.26,Desconectado el Pan 
7/1/2015 0:00,539,4,1.72,25.65,99.6,29.35,23.21,29.85,7/1/2015 16:05,100,7/1/2015 0:00,30.49,7/1/2015 15:56,3.076,7/1/2015 14:49,22.89,7/1/2015 23:58,68.81,7/1/2015 15:58,28.33,7/1/2015 4:23,0,7/1/2015 0:00,53.46,0.4588654,5.661,488.9958,766,1.765,0.693,77.07,7.963,0.305,154.5,44.38,0.416,0.022,0.025,0.051,0.101,0.055,0.022,0.015,0.015,12.25,Desconectado el Pan 
7/2/2015 0:00,540,0.5,1.722,26.6,93,30.62,25.04,32.16,7/2/2015 12:38,100,7/2/2015 0:27,32.34,7/2/2015 14:09,4.115,7/2/2015 13:18,22.62,7/2/2015 1:44,63.16,7/2/2015 14:34,29.5,7/2/2015 0:00,0,7/2/2015 0:00,93.1,0.7990085,27.5,2375.203,765.7,2.806,0.851,143.7,50.18,0.48,141.7,59.05,0.505,0.051,0.047,0.067,0.145,0.068,0.035,0.033,0.035,12.26,Desconectado el Pan 
7/3/2015 0:00,541,6.7,1.724,26.64,91.1,30.66,26.04,31.43,7/3/2015 10:53,100,7/3/2015 5:10,32.33,7/3/2015 12:09,4.115,7/3/2015 15:29,23.95,7/3/2015 6:33,61.42,7/3/2015 10:55,29.3,7/3/2015 5:04,0,7/3/2015 0:00,83.4,0.7156834,19.4,1675.821,765.3,1.937,0.923,125.9,34.08,0.532,157,57.46,0.475,0.036,0.036,0.072,0.181,0.101,0.049,0.032,0.026,12.26,Desconectado el Pan 
7/4/2015 0:00,542,0.1,1.724,27.6,88,30.99,25.58,32,7/4/2015 12:49,96.2,7/4/2015 6:04,33.16,7/4/2015 14:00,3.795,7/4/2015 14:59,24.77,7/4/2015 5:44,58.15,7/4/2015 12:49,29.65,7/4/2015 5:21,0,7/4/2015 0:03,93.9,0.8063103,21.61,1866.5,766.2,2.131,1.103,151.5,37.77,0.651,153,71.69,0.513,0.066,0.059,0.086,0.167,0.112,0.058,0.05,0.053,12.25,Desconectado el Pan 
7/5/2015 0:00,543,0.5,1.724,27.34,90.4,NAN,25.79,31.84,7/5/2015 11:36,100,7/5/2015 5:34,NAN,7/5/2015 5:46,4.514,7/5/2015 2:54,23.07,7/5/2015 5:16,61.97,7/5/2015 9:53,NAN,7/5/2015 5:46,0,7/5/2015 0:01,94.2,0.808394,36.23,3129.5,765.8,2.589,NAN,143.6,71.19,0.596,186.2,74.3,0.547,0.058,0.032,0.06,0.127,0.101,0.061,0.082,0.076,12.25,Desconectado el Pan 
7/6/2015 0:00,544,0.1,1.721,26.52,98.9,NAN,23.58,31.27,7/6/2015 14:32,100,7/6/2015 4:15,NAN,7/6/2015 23:44,2.996,7/6/2015 10:03,23.25,7/6/2015 6:05,66,7/6/2015 14:32,NAN,7/6/2015 23:44,0,7/6/2015 0:00,72.58,0.6229698,37.91,3274.613,765.1,2.52,NAN,115.1,76.57,0.421,149.2,52.73,0.472,0.034,0.035,0.062,0.14,0.063,0.031,0.025,0.031,12.25,Desconectado el Pan 
7/7/2015 0:00,545,0,1.725,27,87.6,NAN,26.01,32.09,7/7/2015 14:59,100,7/7/2015 2:59,NAN,7/8/2015 0:00,3.316,7/7/2015 16:03,22.83,7/7/2015 2:59,59.66,7/7/2015 15:05,NAN,7/8/2015 0:00,0,7/7/2015 0:00,93.9,0.8058513,21.46,1853.422,765.8,2.965,NAN,148.3,57.19,0.535,144.7,65.07,0.52,0.057,0.053,0.074,0.141,0.087,0.038,0.043,0.043,12.25,Desconectado el Pan 
7/8/2015 0:00,546,0,1.724,27.52,92.2,NAN,25.83,31.62,7/8/2015 12:21,95.1,7/8/2015 3:27,NAN,7/9/2015 0:00,3.715,7/8/2015 19:01,24.83,7/8/2015 3:23,62.81,7/8/2015 10:36,NAN,7/9/2015 0:00,0,7/8/2015 0:00,71.29,0.6119152,53.46,4617.547,764.8,1.963,NAN,113.8,105.4,0.557,152.4,69.91,0.486,0.051,0.048,0.078,0.133,0.095,0.041,0.051,0.058,12.24,Desconectado el Pan 
7/9/2015 0:00,547,3.6,1.722,26.77,99.2,NAN,23.21,32.17,7/9/2015 13:36,100,7/9/2015 3:05,NAN,7/9/2015 8:23,3.635,7/9/2015 1:07,22.95,7/9/2015 23:52,59.06,7/9/2015 13:37,NAN,7/9/2015 8:23,0,7/9/2015 0:00,91.7,0.7867894,65.35,5645.198,764.2,2.717,NAN,143.4,145.1,0.503,154,58.1,0.521,0.039,0.037,0.072,0.147,0.091,0.042,0.036,0.04,12.24,Desconectado el Pan 
7/10/2015 0:00,548,0,1.721,26.35,97.6,29.14,23.32,33.08,7/10/2015 14:26,100,7/10/2015 2:47,31.77,7/10/2015 14:24,3.316,7/10/2015 11:10,21.9,7/10/2015 5:56,48.89,7/10/2015 12:53,27.19,7/10/2015 6:56,0,7/10/2015 0:00,106.8,0.9167157,49.2,4249.971,764.9,3.654,1.507,164.8,134.8,0.416,110.1,59.11,0.504,0.065,0.051,0.062,0.099,0.034,0.02,0.032,0.052,12.24,Desconectado el Pan 
7/11/2015 0:00,549,6,1.722,26.08,98.6,28.56,24.89,31.28,7/11/2015 13:47,100,7/11/2015 1:58,30.04,7/11/2015 14:01,2.916,7/11/2015 18:26,22.71,7/11/2015 2:37,63.02,7/11/2015 13:42,27.37,7/11/2015 6:39,0,7/11/2015 0:00,66.84,0.5736695,9.61,829.8247,765.5,2.391,0.86,95.6,21.98,0.394,133.2,55.47,0.428,0.045,0.05,0.068,0.118,0.044,0.018,0.024,0.025,12.25,Desconectado el Pan 
7/12/2015 0:00,550,6,1.722,24.99,100,28,23.87,27.4,7/12/2015 14:07,100,7/12/2015 2:42,28.58,7/12/2015 14:09,2.117,7/12/2015 9:02,23.56,7/12/2015 6:06,83.4,7/12/2015 12:12,27.43,7/12/2015 7:26,0,7/12/2015 0:00,26.24,0.2251874,3.677,317.6662,765.4,1.031,0.331,38.58,4.298,0.147,156.2,33.12,0.284,0.008,0.008,0.022,0.059,0.022,0.008,0.012,0.008,12.23,Desconectado el Pan 
7/13/2015 0:00,551,0.1,1.721,26.7,98.6,28.66,23.29,32.05,7/13/2015 13:08,100,7/13/2015 0:00,30.91,7/13/2015 14:11,3.635,7/13/2015 7:29,23.15,7/13/2015 23:28,55.72,7/13/2015 14:13,27.03,7/13/2015 6:52,0,7/13/2015 0:00,108,0.9268902,16.75,1446.681,764.7,2.928,1.311,151.1,28.9,0.486,121.7,52.22,0.531,0.059,0.068,0.102,0.147,0.035,0.02,0.025,0.031,12.25,Desconectado el Pan 
7/14/2015 0:00,552,6.9,1.723,26.74,100,28.78,24.13,32.39,7/14/2015 11:48,100,7/14/2015 3:49,30.79,7/14/2015 14:04,3.875,7/14/2015 10:57,22.95,7/14/2015 1:05,61.7,7/14/2015 11:26,27.34,7/14/2015 6:20,0,7/14/2015 0:00,84.6,0.7264593,24.06,2078.563,765.4,2.983,1.168,147.3,75.32,0.451,123.8,57.27,0.54,0.053,0.058,0.074,0.121,0.046,0.031,0.036,0.033,12.24,Desconectado el Pan 
