QUAD,PLOT,TAG,SPECIES,HEIGHT,LEAVES,DAMAGE,COMMENTS,YEAR,MONTH,TYPE,STATUS,DIAM (mm),DIAM at 130(mm)
DE,2,69,ROUSUR,19.9,4,5,,2015,NOVEMBER,Seedling,A,1.8,
DE,2,70,ROUSUR,15.1,4,0,,2015,NOVEMBER,Seedling,A,1.7,
DE,2,71,PSYBRA,77.3,27,5,Sapling,2015,NOVEMBER,Seedling,A,9.2,
DE,2,72,ROUSUR,14.3,6,0,,2015,NOVEMBER,Seedling,A,1.8,
DE,2,73,OCOSIN,12.5,4,10,,2015,NOVEMBER,Seedling,A,1.4,
DE,2,74,ROUSUR,9.3,4,0,,2015,NOVEMBER,Seedling,A,1.2,
DE,2,75,OCOSIN,12.3,5,0,,2015,NOVEMBER,Seedling,A,1.7,
DE,2,76,ROUSUR,13.5,1,0,,2015,NOVEMBER,Seedling,A,11.5,
DE,2,77,OCOSIN,24.6,6,15,,2015,NOVEMBER,Seedling,A,2.8,
DE,2,78,OCOSIN,,,,,2015,NOVEMBER,Seedling,NF,,
DE,2,79,OCOSIN,11.5,4,20,,2015,NOVEMBER,Seedling,A,1.6,
DE,2,80,OCOSIN,19.5,5,15,,2015,NOVEMBER,Seedling,A,1.9,
DE,2,81,OCOSIN,11,3,0,,2015,NOVEMBER,Seedling,A,1.5,
DE,2,82,GUAGUI,29.8,3,25,,2015,NOVEMBER,Seedling,A,2.7,
DE,2,83,ROUSUR,19.1,5,0,,2015,NOVEMBER,Seedling,A,2.1,
EF,2,84,ROUSUR,15.4,2,0,,2015,NOVEMBER,Seedling,A,2.4,
EF,2,85,PSYBRA,17.3,6,1,,2015,NOVEMBER,Seedling,A,2.4,
EF,2,86,GUAGUI,11.8,4,20,,2015,NOVEMBER,Seedling,A,1.5,
EF,2,87,ROUSUR,12.7,5,10,,2015,NOVEMBER,Seedling,A,1.7,
EF,2,88,ROUSUR,12.8,5,0,,2015,NOVEMBER,Seedling,A,2,
EF,2,89,GUAGUI,9.8,6,20,,2015,NOVEMBER,Seedling,A,2.6,
EF,2,90,GUAGUI,10.8,5,0,,2015,NOVEMBER,Seedling,A,1.7,
EF,2,91,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
EF,2,92,OCOSIN,11.6,7,15,,2015,NOVEMBER,Seedling,A,2.2,
EF,2,93,GUAGUI,8.8,4,5,,2015,NOVEMBER,Seedling,A,1.9,
EF,2,94,GUAGUI,24.6,4,15,,2015,NOVEMBER,Seedling,A,4.3,
EF,2,95,ROUSUR,10.3,5,0,,2015,NOVEMBER,Seedling,A,2.1,
EF,2,96,ROUSUR,12.3,5,5,,2015,NOVEMBER,Seedling,A,1.7,
EF,2,97,ROUSUR,12.8,4,5,,2015,NOVEMBER,Seedling,A,1.4,
EF,2,98,OCOSIN,11.7,3,15,,2015,NOVEMBER,Seedling,A,1.7,
EF,2,99,GUAGUI,12.4,4,10,,2015,NOVEMBER,Seedling,A,2,
EF,2,100,ROUSUR,11.3,5,10,,2015,NOVEMBER,Seedling,A,1.4,
EF,2,101,PREMON,19.2,2,0,,2015,NOVEMBER,Seedling,A,2.5,
EF,2,102,,,,,,2015,NOVEMBER,Seedling,D,,
BC,2,21.1,,10.7,6,10,New tag made; two seedlings were labeled 21.,2015,NOVEMBER,Seedling,A,2.5,
AB,4,1,GUAGUI,9.8,3,15,,2015,NOVEMBER,Seedling,A,2.8,
AB,4,2,OCOLEU,9.3,3,30,,2015,NOVEMBER,Seedling,A,2,
AB,4,3,CALCAL,19.3,8,1,,2015,NOVEMBER,Seedling,A,3.7,
AB,4,4,PAUPIN,17.6,6,15,,2015,NOVEMBER,Seedling,A,3.2,
AB,4,5,GUAGUI,9.1,2,20,,2015,NOVEMBER,Seedling,A,1.8,
AB,4,6,OCOLEU,15,6,30,,2015,NOVEMBER,Seedling,A,2.3,
AB,4,7,HIPVOL,22.3,20,5,,2015,NOVEMBER,Seedling,A,3.6,
AB,4,8,ROUSUR,12.8,4,5,,2015,NOVEMBER,Seedling,A,1.6,
AB,4,9,GUAGUI,8.3,6,10,,2015,NOVEMBER,Seedling,A,2,
AB,4,10,GUAGUI,6.8,6,1,,2015,NOVEMBER,Seedling,A,2.4,
AB,4,11,MICPRA,8,8,10,,2015,NOVEMBER,Seedling,A,1.5,
AB,4,12,OCOLEU,9.3,5,10,,2015,NOVEMBER,Seedling,A,2,
AB,4,13,ROUSUR,10.3,6,10,,2015,NOVEMBER,Seedling,A,1.5,
AB,4,14,ROUSUR,9.3,6,5,,2015,NOVEMBER,Seedling,A,1.5,
AB,4,15,GUAGUI,9.3,3,10,,2015,NOVEMBER,Seedling,A,2.2,
AB,4,16,SCHMOR,6.3,6,1,,2015,NOVEMBER,Seedling,A,1.8,
AB,4,17,ROUSUR,8.3,4,5,,2015,NOVEMBER,Seedling,A,1,
AB,4,18,ROUSUR,8.3,4,0,,2015,NOVEMBER,Seedling,A,1.2,
AB,4,19,ROUSUR,7.3,4,0,,2015,NOVEMBER,Seedling,A,1.1,
AB,4,20,ROUSUR,7.5,4,0,,2015,NOVEMBER,Seedling,A,1.3,
AB,4,21,ROUSUR,9.3,4,1,,2015,NOVEMBER,Seedling,A,1.4,
AB,4,22,ROUSUR,6.3,1,0,,2015,NOVEMBER,Seedling,A,0.8,
AB,4,23,ROUSUR,6,1,0,Killed while measuring. ,2015,NOVEMBER,Seedling,A,0.9,
AB,4,24,ROUSUR,10.1,2,0,,2015,NOVEMBER,Seedling,A,1.4,
AB,4,25,ROUSUR,16.8,5,1,,2015,NOVEMBER,Seedling,A,1.7,
AB,4,26,ROUSUR,13,6,1,,2015,NOVEMBER,Seedling,A,1.9,
AB,4,27,OCOLEU,21.6,2,25,,2015,NOVEMBER,Seedling,A,5.1,
AB,4,28,GUAGUI,7.7,5,30,,2015,NOVEMBER,Seedling,A,1.7,
AB,4,29,PIPGLA,30.8,6,20,,2015,NOVEMBER,Seedling,A,4.1,
AB,4,30,PIPGLA,17.2,4,1,,2015,NOVEMBER,Seedling,A,3.3,
AB,4,31,PIPGLA,,,,,2015,NOVEMBER,Seedling,D,,
AB,4,32,GUAGUI,6.3,5,10,,2015,NOVEMBER,Seedling,A,2,
AB,4,33,TECGRA,10.3,6,5,,2015,NOVEMBER,Seedling,A,2.2,
AB,4,34,ROUSUR,10.7,8,0,,2015,NOVEMBER,Seedling,A,1.3,
AB,4,35,GUAGUI,9.8,3,15,,2015,NOVEMBER,Seedling,A,2,
AB,4,36,GUAGUI,13.9,3,15,,2015,NOVEMBER,Seedling,A,1.8,
AB,4,37,OCOSIN,,,,,2015,NOVEMBER,Seedling,D,,
AB,4,38,OCOSIN,12.3,3,1,,2015,NOVEMBER,Seedling,A,1.8,
AB,4,39,CALCAL,21.3,5,20,,2015,NOVEMBER,Seedling,A,3,
AB,4,40,PSYBRA,18.3,7,10,Sprouting from prone stem,2015,NOVEMBER,Seedling,A,4.3,
AB,4,41,PSYBRA,21.3,10,5,,2015,NOVEMBER,Seedling,A,6.2,
BC,4,42,CALCAL,14.8,6,5,,2015,NOVEMBER,Seedling,A,1.8,
BC,4,43,CALCAL,18.8,8,0,,2015,NOVEMBER,Seedling,A,2.9,
BC,4,44,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
BC,4,45,ROUSUR,13.8,5,5,,2015,NOVEMBER,Seedling,A,2.1,
BC,4,46,GUAGUI,15.5,4,20,,2015,NOVEMBER,Seedling,A,2.2,
BC,4,47,ANDINE,,,,,2015,NOVEMBER,Seedling,D,,
BC,4,48,CALCAL,19.2,6,5,,2015,NOVEMBER,Seedling,A,2.6,
BC,4,49,GUAGUI,21.1,4,15,,2015,NOVEMBER,Seedling,A,4.2,
BC,4,50,CALCAL,17.9,4,10,,2015,NOVEMBER,Seedling,A,3.1,
BC,4,51,GUAGUI,7.4,5,10,,2015,NOVEMBER,Seedling,A,1.7,
BC,4,52,GUAGUI,3.3,2,50,,2015,NOVEMBER,Seedling,A,1.4,
BC,4,53,OCOLEU,8.8,4,20,,2015,NOVEMBER,Seedling,A,1.8,
BC,4,54,ROUSUR,8.2,4,0,,2015,NOVEMBER,Seedling,A,1.5,
BC,4,55,OCOSIN,14.4,6,0,,2015,NOVEMBER,Seedling,A,1.6,
BC,4,56,OCOLEU,,,,,2015,NOVEMBER,Seedling,NF,,
BC,4,57,OCOLEU,9.8,3,0,,2015,NOVEMBER,Seedling,A,1.5,
BC,4,58,ROUSUR,7.5,6,0,,2015,NOVEMBER,Seedling,A,1.5,
BC,4,59,ROUSUR,9.1,6,5,,2015,NOVEMBER,Seedling,A,1.4,
BC,4,60,OCOSIN,,,,,2015,NOVEMBER,Seedling,D,,
BC,4,61,ROUSUR,10.3,4,3,,2015,NOVEMBER,Seedling,A,1.5,
BC,4,62,OCOLEU,11.3,5,0,,2015,NOVEMBER,Seedling,A,1.7,
BC,4,63,ROUSUR,9.8,4,0,,2015,NOVEMBER,Seedling,A,1.5,
BC,4,64,PSYBRA,30.8,15,3,,2015,NOVEMBER,Seedling,A,4,
BC,4,65,ROUSUR,18.1,,,"No leaves, dying",2015,NOVEMBER,Seedling,A,1.5,
BC,4,66,ROUSUR,19.9,3,3,,2015,NOVEMBER,Seedling,A,2.1,
BC,4,67,OCOSIN,11.3,6,5,,2015,NOVEMBER,Seedling,A,1.6,
BC,4,68,ROUSUR,12.8,3,0,,2015,NOVEMBER,Seedling,A,1.7,
BC,4,69,OCOLEU,,,,,2015,NOVEMBER,Seedling,NF,,
BC,4,70,GUAGUI,20.8,1,10,"Top broken while measuring, likely dying",2015,NOVEMBER,Seedling,A,3.5,
BC,4,71,GUAGUI,13.8,4,15,,2015,NOVEMBER,Seedling,A,2.3,
BC,4,72,ROUSUR,,,,,2015,NOVEMBER,Seedling,NF,,
BC,4,73,OCOSIN,5.9,4,0,,2015,NOVEMBER,Seedling,A,1.7,
BC,4,74,CALCAL,15.8,5,15,,2015,NOVEMBER,Seedling,A,2.2,
BC,4,75,CALCAL,19.2,5,15,,2015,NOVEMBER,Seedling,A,2.8,
BC,4,76,FORPOR,8.2,3,5,,2015,NOVEMBER,Seedling,A,1.7,
BC,4,77,ROUSUR,10.8,7,3,,2015,NOVEMBER,Seedling,A,2.4,
BC,4,78,PAUPIN,13.8,5,5,,2015,NOVEMBER,Seedling,A,1.8,
BC,4,79,ROUSUR,9.9,5,0,,2015,NOVEMBER,Seedling,A,1.3,
BC,4,80,CALCAL,21.8,8,5,,2015,NOVEMBER,Seedling,A,3.6,
BC,4,81,GUAGUI,10,5,5,,2015,NOVEMBER,Seedling,A,2.3,
BC,4,82,ROUSUR,11.4,5,0,,2015,NOVEMBER,Seedling,A,2.1,
BC,4,83,PIPGLA,26.8,5,10,,2015,NOVEMBER,Seedling,A,3.8,
BC,4,84,PIPGLA,,,,,2015,NOVEMBER,Seedling,D,,
BC,4,85,PIPGLA,23.9,4,15,,2015,NOVEMBER,Seedling,A,4.2,
BC,4,86,PIPGLA,21.8,2,0,,2015,NOVEMBER,Seedling,A,4.6,
BC,4,87,CALCAL,,,,,2015,NOVEMBER,Seedling,NF,,
BC,4,88,GUAGUI,8.1,1,0,,2015,NOVEMBER,Seedling,A,2.2,
BC,4,89,GUAGUI,13,4,10,,2015,NOVEMBER,Seedling,A,2.2,
BC,4,90,CALCAL,17.1,4,0,,2015,NOVEMBER,Seedling,A,2.5,
BC,4,91,GUAGUI,7.3,3,15,"Top dead, broken off, resprouting",2015,NOVEMBER,Seedling,A,4.2,
BC,4,92,ROUSUR,16.1,0,,"No leaves, looks dead",2015,NOVEMBER,Seedling,A,2.5,
BC,4,93,GUAGUI,9.2,5,5,,2015,NOVEMBER,Seedling,A,2.4,
BC,4,94,ROUSUR,16,4,0,,2015,NOVEMBER,Seedling,A,1.9,
BC,4,95,GUAGUI,10.8,5,15,,2015,NOVEMBER,Seedling,A,2.4,
BC,4,96,PIPGLA,24.1,2,20,,2015,NOVEMBER,Seedling,A,3.6,
DE,4,97,ROUSUR,23.3,4,1,,2015,NOVEMBER,Seedling,A,2.8,
DE,4,98,TABHET,12.6,4,30,Killed while measuring. ,2015,NOVEMBER,Seedling,A,2.7,
DE,4,99,GUAGUI,3.1,1,0,"Broken, resprouting. DAR.",2015,NOVEMBER,Seedling,A,3.1,
DE,4,100,OCOSIN,9.4,3,1,,2015,NOVEMBER,Seedling,A,1.8,
DE,4,101,OCOSIN,13.3,4,5,,2015,NOVEMBER,Seedling,A,1.6,
DE,4,102,OCOSIN,10.2,6,5,,2015,NOVEMBER,Seedling,A,1.9,
DE,4,103,GUAGUI,17.8,0,,No leaves.,2015,NOVEMBER,Seedling,A,2.4,
DE,4,104,ROUSUR,8.4,3,5,,2015,NOVEMBER,Seedling,A,1.2,
DE,4,105,ROUSUR,9,5,5,,2015,NOVEMBER,Seedling,A,1.3,
DE,4,106,PAUPIN,17.8,4,5,,2015,NOVEMBER,Seedling,A,2.3,
DE,4,107,CALCAL,20.8,7,0,,2015,NOVEMBER,Seedling,A,3.1,
DE,4,108,PAUPIN,10,3,30,,2015,NOVEMBER,Seedling,A,2.7,
DE,4,109,PSYBRA,18.3,9,5,,2015,NOVEMBER,Seedling,A,4.9,
DE,4,110,PSYBRA,21.8,11,5,,2015,NOVEMBER,Seedling,A,5.6,
DE,4,111,PSYBRA,15.2,8,5,,2015,NOVEMBER,Seedling,A,2.7,
DE,4,112,GUAGUI,8.8,5,20,,2015,NOVEMBER,Seedling,A,1.6,
DE,4,113,ROUSUR,16.1,6,5,,2015,NOVEMBER,Seedling,A,2.1,
DE,4,114,ROUSUR,17.7,5,10,,2015,NOVEMBER,Seedling,A,2.3,
DE,4,115,ANDINE,24.8,1,15,,2015,NOVEMBER,Seedling,A,4.4,
DE,4,116,ANDINE,19.3,4,5,,2015,NOVEMBER,Seedling,A,2.9,
DE,4,117,GUAGUI,8.1,6,5,,2015,NOVEMBER,Seedling,A,3.4,
DE,4,118,ROUSUR,8.6,3,1,,2015,NOVEMBER,Seedling,A,1.7,
DE,4,119,,7,3,50,,2015,NOVEMBER,Seedling,A,1.3,
EF,4,120,CALCAL,17.2,11,1,,2015,NOVEMBER,Seedling,A,3.1,
EF,4,121,CALCAL,19.9,10,1,,2015,NOVEMBER,Seedling,A,3,
EF,4,122,CALCAL,21.8,8,1,,2015,NOVEMBER,Seedling,A,3.3,
EF,4,123,ROUSUR,12.3,5,1,,2015,NOVEMBER,Seedling,A,2.1,
EF,4,124,OCOLEU,10,6,5,,2015,NOVEMBER,Seedling,A,1.9,
EF,4,125,OCOSIN,11.8,6,1,,2015,NOVEMBER,Seedling,A,2.1,
EF,4,126,PIPGLA,5.8,3,20,,2015,NOVEMBER,Seedling,A,6,
EF,4,127,GUAGUI,,,,,2015,NOVEMBER,Seedling,D,,
EF,4,128,OCOLEU,7.6,5,30,,2015,NOVEMBER,Seedling,A,2.1,
EF,4,129,PSYBRA,22.3,7,30,,2015,NOVEMBER,Seedling,A,3.3,
EF,4,130,ROUSUR,19.8,6,0,,2015,NOVEMBER,Seedling,A,2,
EF,4,131,OCOLEU,6,3,15,,2015,NOVEMBER,Seedling,A,1.9,
EF,4,132,OCOLEU,14.3,4,15,,2015,NOVEMBER,Seedling,A,2.2,
EF,4,133,OCOLEU,12.8,4,5,,2015,NOVEMBER,Seedling,A,1.7,
EF,4,134,OCOSIN,9.3,2,1,,2015,NOVEMBER,Seedling,A,2.2,
EF,4,135,OCOSIN,5.8,0,,"No leaves, possibly dead",2015,NOVEMBER,Seedling,A,1.2,
EF,4,136,GUAGUI,7.3,3,30,,2015,NOVEMBER,Seedling,A,2.9,
EF,4,137,ROUSUR,5.8,3,10,,2015,NOVEMBER,Seedling,A,1.3,
EF,4,138,OCOLEU,12.3,2,40,,2015,NOVEMBER,Seedling,A,2.2,
EF,4,139,CALCAL,24.8,10,5,,2015,NOVEMBER,Seedling,A,3.5,
EF,4,140,CALCAL,16.3,4,1,,2015,NOVEMBER,Seedling,A,2.5,
EF,4,141,CALCAL,21.7,5,10,,2015,NOVEMBER,Seedling,A,3,
EF,4,142,GUAGUI,,,,,2015,NOVEMBER,Seedling,NF,,
EF,4,143,CALCAL,,,,,2015,NOVEMBER,Seedling,D,,
EF,4,144,PAUPIN,10.8,4,5,,2015,NOVEMBER,Seedling,A,2.4,
EF,4,145,ROUSUR,11.1,4,15,,2015,NOVEMBER,Seedling,A,1.6,
EF,4,146,GUAGUI,5.3,5,20,,2015,NOVEMBER,Seedling,A,1.3,
EF,4,147,GUAGUI,7.8,5,15,,2015,NOVEMBER,Seedling,A,2,
EF,4,148,GUAGUI,,,,,2015,NOVEMBER,Seedling,D,,
EF,4,149,GUAGUI,14.3,4,5,,2015,NOVEMBER,Seedling,A,2.3,
EF,4,150,CALCAL,16.3,2,30,,2015,NOVEMBER,Seedling,A,2.6,
EF,4,151,CALCAL,16.1,8,10,,2015,NOVEMBER,Seedling,A,2.9,
EF,4,152,CALCAL,22.3,6,10,,2015,NOVEMBER,Seedling,A,3.6,
EF,4,153,CALCAL,20.8,4,30,,2015,NOVEMBER,Seedling,A,2.3,
EF,4,154,CALCAL,,,,,2015,NOVEMBER,Seedling,D,,
EF,4,155,CALCAL,17.1,7,15,,2015,NOVEMBER,Seedling,A,2.9,
EF,4,156,CALCAL,26.2,3,20,,2015,NOVEMBER,Seedling,A,2.7,
EF,4,157,ROUSUR,9.8,5,1,,2015,NOVEMBER,Seedling,A,1.7,
EF,4,158,ROUSUR,5.1,1,60,,2015,NOVEMBER,Seedling,A,1.1,
AB,6,1,PSYBRA,12.3,6,1,,2015,NOVEMBER,Seedling,A,2.6,
AB,6,2,PIPGLA,7.3,5,10,,2015,NOVEMBER,Seedling,A,2.4,
AB,6,3,PIPGLA,19.8,4,1,Was incorrectly ID'd as CALCAL.,2015,NOVEMBER,Seedling,A,3.8,
AB,6,4,ROYBOR,32.3,2,0,,2015,NOVEMBER,Seedling,A,2.6,
AB,6,5,MYRSPL,23.1,8,5,,2015,NOVEMBER,Seedling,A,2.6,
AB,6,6,PIPGLA,4,2,1,,2015,NOVEMBER,Seedling,A,3.2,
AB,6,7,SECVIR,9.5,5,10,,2015,NOVEMBER,Seedling,A,1.5,
AB,6,8,PSYBRA,9.3,0,,"No leaves, a branch fell on it",2015,NOVEMBER,Seedling,A,2.3,
AB,6,9,PSYBRA,17,8,1,,2015,NOVEMBER,Seedling,A,2.3,
AB,6,10,INGLAU,16.7,4,20,,2015,NOVEMBER,Seedling,A,2.9,
AB,6,11,CALCAL,18.4,8,1,,2015,NOVEMBER,Seedling,A,2.7,
AB,6,12,CALCAL,22.7,10,0,,2015,NOVEMBER,Seedling,A,3.2,
AB,6,13,GUAGUI,14.3,4,10,,2015,NOVEMBER,Seedling,A,2.5,
AB,6,14,CALCAL,17.3,5,10,,2015,NOVEMBER,Seedling,A,2.9,
AB,6,15,OCOLEU,15.1,5,10,,2015,NOVEMBER,Seedling,A,2.3,
AB,6,16,OCOLEU,12.3,3,5,,2015,NOVEMBER,Seedling,A,1.5,
AB,6,17,PSYBRA,5.9,7,0,,2015,NOVEMBER,Seedling,A,1.8,
AB,6,18,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
AB,6,19,ROUSUR,8.2,6,1,,2015,NOVEMBER,Seedling,A,1.3,
AB,6,20,OCOSIN,,,,,2015,NOVEMBER,Seedling,NF,,
AB,6,21,OCOLEU,12.8,6,1,,2015,NOVEMBER,Seedling,A,2.4,
AB,6,22,PIPGLA,10.3,4,1,,2015,NOVEMBER,Seedling,A,3.5,
AB,6,23,PSYBRA,3.2,7,1,,2015,NOVEMBER,Seedling,A,2.6,
AB,6,24,MICMIR,16,8,1,,2015,NOVEMBER,Seedling,A,2.9,
AB,6,25,PIPGLA,15.3,4,1,,2015,NOVEMBER,Seedling,A,4.4,
AB,6,26,ROUSUR,16.3,3,0,,2015,NOVEMBER,Seedling,A,2.3,
AB,6,27,GUAGUI,12.8,3,20,,2015,NOVEMBER,Seedling,A,2.3,
AB,6,28,GUAGUI,9.9,4,15,,2015,NOVEMBER,Seedling,A,1.9,
AB,6,29,GUAGUI,,,,,2015,NOVEMBER,Seedling,D,,
AB,6,30,OCOLEU,,,,,2015,NOVEMBER,Seedling,NF,,
AB,6,31,PSYBRA,9.2,10,1,,2015,NOVEMBER,Seedling,A,1.8,
BC,6,32,TABHET,8.7,4,1,,2015,NOVEMBER,Seedling,A,1.4,
BC,6,33,OCOLEU,,,,,2015,NOVEMBER,Seedling,NF,,
BC,6,34,OCOSIN,10.7,4,1,,2015,NOVEMBER,Seedling,A,2,
BC,6,35,OCOLEU,13.2,5,0,,2015,NOVEMBER,Seedling,A,1.6,
BC,6,36,OCOSIN,8.4,3,1,,2015,NOVEMBER,Seedling,A,2.1,
BC,6,37,ROUSUR,9.5,5,5,,2015,NOVEMBER,Seedling,A,1.5,
BC,6,38,OCOSIN,11.9,3,5,,2015,NOVEMBER,Seedling,A,1.6,
BC,6,39,PSYBRA,9.2,11,1,,2015,NOVEMBER,Seedling,A,1.8,
BC,6,40,ROUSUR,11.7,5,10,,2015,NOVEMBER,Seedling,A,2.9,
BC,6,41,GUAGUI,13.1,5,20,,2015,NOVEMBER,Seedling,A,2.4,
BC,6,42,GUAGUI,9,5,10,,2015,NOVEMBER,Seedling,A,1.6,
BC,6,43,GUAGUI,11.9,3,30,,2015,NOVEMBER,Seedling,A,2.6,
BC,6,44,PSYBRA,,,,,2015,NOVEMBER,Seedling,D,,
BC,6,45,GUAGUI,21.1,3,10,,2015,NOVEMBER,Seedling,A,3.5,
BC,6,46,PSYBRA,6.3,6,1,Chamber sitting on top.,2015,NOVEMBER,Seedling,A,2,
BC,6,47,ROUSUR,10.3,2,1,,2015,NOVEMBER,Seedling,A,1.6,
BC,6,48,TECGRA,12.3,3,1,,2015,NOVEMBER,Seedling,A,2.7,
BC,6,49,PIPGLA,0.8,0,,"No leaves, stem break",2015,NOVEMBER,Seedling,A,3.3,
BC,6,50,ROUSUR,8.5,6,1,,2015,NOVEMBER,Seedling,A,1.8,
BC,6,51,OCOSIN,13.3,4,20,,2015,NOVEMBER,Seedling,A,2.1,
BC,6,52,ROUSUR,7,2,1,,2015,NOVEMBER,Seedling,A,1.3,
BC,6,53,PIPGLA,34.8,5,15,,2015,NOVEMBER,Seedling,A,6.7,
BC,6,54,ROUSUR,9.1,5,1,,2015,NOVEMBER,Seedling,A,1.3,
BC,6,55,PIPGLA,11.3,5,30,,2015,NOVEMBER,Seedling,A,5.4,
BC,6,56,PIPGLA,24.3,6,5,,2015,NOVEMBER,Seedling,A,4.7,
BC,6,57,PIPGLA,10.6,5,1,,2015,NOVEMBER,Seedling,A,3.3,
BC,6,58,TECGRA,8.3,5,10,,2015,NOVEMBER,Seedling,A,1.4,
BC,6,59,ROUSUR,13.4,3,1,,2015,NOVEMBER,Seedling,A,1.6,
BC,6,60,,,,,,2015,NOVEMBER,Seedling,D,,
DE,6,61,PIPGLA,24.8,3,10,,2015,NOVEMBER,Seedling,A,5.3,
DE,6,62,GUAGUI,14.3,4,0,,2015,NOVEMBER,Seedling,A,2.2,
DE,6,63,PIPGLA,,,,,2015,NOVEMBER,Seedling,D,,
DE,6,64,GUAGUI,8.9,6,15,,2015,NOVEMBER,Seedling,A,1.6,
DE,6,65,GUAGUI,7,4,0,,2015,NOVEMBER,Seedling,A,1.8,
DE,6,66,PIPGLA,15.8,4,5,,2015,NOVEMBER,Seedling,A,3.4,
DE,6,67,GUAGUI,8.3,4,30,,2015,NOVEMBER,Seedling,A,1.8,
DE,6,68,PIPGLA,9.8,6,1,,2015,NOVEMBER,Seedling,A,6.9,
DE,6,69,PREMON,25.8,2,0,,2015,NOVEMBER,Seedling,A,4.4,
DE,6,70,GUAGUI,9.1,2,15,,2015,NOVEMBER,Seedling,A,2,
DE,6,71,SECVIR,9.8,30,5,,2015,NOVEMBER,Seedling,A,1.1,
DE,6,72,OCOLEU,,,,,2015,NOVEMBER,Seedling,NF,,
DE,6,73,GUAGUI,9.7,3,20,,2015,NOVEMBER,Seedling,A,1.7,
EF,6,74,PIPGLA,13.4,4,10,,2015,NOVEMBER,Seedling,A,3.1,
EF,6,75,PIPGLA,11.7,3,1,,2015,NOVEMBER,Seedling,A,2.9,
EF,6,76,ROUSUR,16.8,4,1,,2015,NOVEMBER,Seedling,A,1.9,
EF,6,77,ROUSUR,8.7,4,1,,2015,NOVEMBER,Seedling,A,1.1,
EF,6,78,PIPGLA,5.3,2,10,Sprout of the same stem as 79,2015,NOVEMBER,Seedling,A,2.5,
EF,6,79,PIPGLA,12.3,4,0,Sprout of the same stem as 78,2015,NOVEMBER,Seedling,A,4,
EF,6,80,SECVIR,,,,,2015,NOVEMBER,Seedling,NF,,
EF,6,81,PIPGLA,5.3,5,10,,2015,NOVEMBER,Seedling,A,2,
EF,6,82,ROUSUR,11.3,2,20,,2015,NOVEMBER,Seedling,A,1.3,
EF,6,83,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
EF,6,84,SCHMOR,,,,,2015,NOVEMBER,Seedling,D,,
EF,6,85,PIPGLA,5.2,3,20,,2015,NOVEMBER,Seedling,A,3.1,
EF,6,86,PIPGLA,4.6,3,10,,2015,NOVEMBER,Seedling,A,3.3,
AB,5,1,SECVIR,10.8,2,5,,2015,NOVEMBER,Seedling,A,2.4,
AB,5,2,GUAGUI,14,2,5,,2015,NOVEMBER,Seedling,A,2.2,
AB,5,3,OCOLEU,4.8,4,5,,2015,NOVEMBER,Seedling,A,1.6,
AB,5,4,PIPGLA,20.3,9,1,,2015,NOVEMBER,Seedling,A,4,
AB,5,5,SECVIR,16.8,>30,10,,2015,NOVEMBER,Seedling,A,3.6,
AB,5,6,HOMRAC,9.8,0,,No leaves,2015,NOVEMBER,Seedling,A,2.2,
AB,5,7,SECVIR,63.8,>40,60,,2015,NOVEMBER,Seedling,A,3.3,
AB,5,8,ROUSUR,8.8,3,0,,2015,NOVEMBER,Seedling,A,1.5,
AB,5,9,ROUSUR,10,4,0,,2015,NOVEMBER,Seedling,A,2,
AB,5,10,ROUSUR,9,3,10,,2015,NOVEMBER,Seedling,A,1.4,
AB,5,11,PIPGLA,29.8,8,5,,2015,NOVEMBER,Seedling,A,3.2,
AB,5,12,OCOSIN,11.3,4,1,,2015,NOVEMBER,Seedling,A,1.5,
AB,5,13,GUAGUI,8.5,4,20,,2015,NOVEMBER,Seedling,A,1.7,
AB,5,14,PSYBRA,30.4,12,20,,2015,NOVEMBER,Seedling,A,4.8,
AB,5,15,GUAGUI,16.8,6,30,,2015,NOVEMBER,Seedling,A,2.5,
AB,5,16,ROUSUR,14.3,3,1,,2015,NOVEMBER,Seedling,A,2,
AB,5,17,SECVIR,30.8,20,60,,2015,NOVEMBER,Seedling,A,1.7,
AB,5,18,ROUSUR,,,,,2015,NOVEMBER,Seedling,NF,,
AB,5,19,HOMRAC,,,,,2015,NOVEMBER,Seedling,D,,
AB,5,20,PSYBRA,14.8,8,1,,2015,NOVEMBER,Seedling,A,2.2,
AB,5,21,ROUSUR,13.8,5,1,,2015,NOVEMBER,Seedling,A,1.4,
AB,5,22,HOMRAC,10.3,6,1,,2015,NOVEMBER,Seedling,A,1.5,
AB,5,23,PIPGLA,9.6,4,10,,2015,NOVEMBER,Seedling,A,2.5,
AB,5,24,PIPGLA,16.3,6,15,,2015,NOVEMBER,Seedling,A,2.5,
AB,5,25,ROUSUR,,,,,2015,NOVEMBER,Seedling,D,,
AB,5,26,SYZJAM,15.3,7,5,,2015,NOVEMBER,Seedling,A,2.5,
AB,5,27,SECVIR,17.8,0,90,,2015,NOVEMBER,Seedling,A,1.8,
AB,5,28,ROUSUR,10.5,6,5,,2015,NOVEMBER,Seedling,A,1.5,
