Timestamp,year,TOT_PREP(mm),Total Inrrad,Tatal PFD,Total Global Rad,Global Ref,Std Global Rad,Std Ref Rad,Max Wind_S,Time,AirTC_Max,Time,RH_Max,Time,min Wind_s,Time,AirTC_Min,Time,RH_Min,Tmin RH,MWind Seep,MWind deg.,Std m deg,Std Wind_S,0-45,45-90,90-135,135-180,180-225,225-270,270-315,315-360,Volt,Comentarios,
11/12/2016,2016,1.2,2580.9,5141.9,650.9,56.42,229.4,14.31,3.637,1042,29.25,1307,94.8,2356,0,0,23,1942,65.44,1307,0.532,303.4,49.92,0.599,0.08,0.041,0.031,0.032,0.05,0.071,0.111,0.117,12.32,,
11/13/2016,2016,16.3,2373.6,4743,616.3,52.12,218.8,13.05,6.833,1755,28.46,1113,96.7,2349,0,0,22.01,503,69.05,1115,0.696,294.9,49.78,0.698,0.092,0.054,0.05,0.083,0.068,0.074,0.156,0.118,12.33,,
11/14/2016,2016,0.3,3139.4,6125.1,842,62.83,296.8,16.48,3.797,1238,29.84,1443,96.6,3,0,0,23.12,336,58,1444,0.747,179.7,45.18,0.663,0.072,0.047,0.113,0.207,0.055,0.051,0.109,0.094,12.32,,
11/15/2016,2016,0.7,2182.1,4329.9,549.4,47.28,208.3,11.99,3.797,1044,27.63,1118,89.3,257,0,50,22.71,142,64.49,1115,0.51,278.6,37.15,0.617,0.058,0.026,0.045,0.071,0.048,0.068,0.103,0.092,12.31,,
11/16/2016,2016,2.5,2113.7,4117.9,541.2,47.17,189.9,11.51,4.755,154,27.72,1412,92.7,1935,0,0,22.19,133,68.13,1412,0.798,295.4,64.45,0.712,0.106,0.069,0.068,0.119,0.119,0.061,0.12,0.137,12.33,,
11/17/2016,2016,28.3,1080.1,2190,266.2,32.21,106.8,8.28,4.915,2304,26.51,1104,100,2303,0,0,23.18,2339,83,1116,0.713,299.2,64.92,0.628,0.069,0.056,0.067,0.085,0.076,0.071,0.141,0.148,12.32,,
11/18/2016,2016,16.5,1205.7,2392.1,302.7,31.77,105.8,7.54,6.353,42,26.16,1401,100,17,0,0,22.37,426,74.1,1841,0.647,273.5,52.92,0.724,0.052,0.032,0.029,0.053,0.114,0.098,0.152,0.118,12.33,,
11/19/2016,2016,20.3,2009.2,3889.4,530.3,44.79,202.8,12.17,6.034,1729,27.39,1235,99,430,0,0,21.59,1745,67.31,1140,0.65,187,49.65,0.726,0.068,0.037,0.065,0.123,0.107,0.038,0.073,0.139,12.33,,
11/20/2016,2016,40.9,1339.4,2631.3,363.3,39.52,131.6,8.79,3.797,1241,26.05,1104,100,1909,0,0,21.83,2100,70.4,932,0.503,138.3,46.95,0.617,0.055,0.049,0.096,0.12,0.056,0.015,0.042,0.071,12.33,,
11/21/2016,2016,29.5,923.24,1880.8,262.9,34.8,90.5,7.79,5.235,601,24.71,1040,100,1513,0,0,21.55,658,76.7,930,0.46,209.4,46.82,0.624,0.04,0.036,0.056,0.08,0.062,0.022,0.076,0.087,12.33,,
11/22/2016,2016,17.5,1143.8,2241.3,330.8,31.03,109.6,7.57,5.714,1502,26.38,1255,100,1615,0,1,21.27,1724,75.8,1247,0.557,140.4,43.23,0.639,0.049,0.047,0.098,0.158,0.059,0.022,0.055,0.069,12.3,,
11/23/2016,2016,11.4,1866,3482,535.1,43.54,182.4,11.07,5.554,729,26.68,1253,100,522,0,0,21.68,540,70.6,1254,1.201,136.5,63.95,0.815,0.072,0.127,0.374,0.34,0.108,0.05,0.059,0.071,12.33,,
11/24/2016,2016,1.5,2155.8,3896.5,616.5,48.49,218.4,13.54,4.915,215,27.58,1240,92,729,0,0,22.46,646,65.73,1303,1.028,119.2,64.29,0.888,0.092,0.154,0.305,0.165,0.084,0.066,0.077,0.084,12.33,,
11/25/2016,2016,3.4,2728.6,4786.7,760,55.53,256.5,15,5.395,927,27.59,1209,91.5,1008,0,2,21.83,1953,63.56,1301,1.198,127.5,59.93,0.831,0.076,0.153,0.392,0.299,0.101,0.04,0.065,0.071,12.32,,
11/26/2016,2016,4.1,1861.9,3413.2,533.7,44.04,192.7,11.96,5.714,1054,28.31,1515,95.3,1113,0,59,22.04,1059,63.33,1515,0.879,221.3,62.02,0.718,0.063,0.091,0.156,0.11,0.094,0.116,0.16,0.089,12.33,,
11/27/2016,2016,0.2,1799.9,3171.6,503,40.13,171.8,9.97,3.956,1255,26.1,1209,93,109,0,4,21.71,537,67.39,1248,0.587,277.9,46.83,0.608,0.077,0.044,0.039,0.069,0.076,0.063,0.108,0.112,12.32,,
11/28/2016,2016,11.7,1865.2,3268.1,533.2,44.38,198.7,13.01,7.15,310,26.69,1629,99.2,1001,0,0,17.5,343,57.36,1354,1.065,277.2,59.83,0.965,0.073,0.059,0.063,0.076,0.235,0.152,0.238,0.17,12.33,,
11/29/2016,2016,0,2632,4604.6,738,50.78,255.6,14.41,3.956,223,27.04,1256,82.1,238,0,26,21.57,253,58.57,1753,1.171,272.6,34.5,0.659,0.055,0.016,0.094,0.225,0.073,0.148,0.245,0.317,12.33,,
11/30/2016,2016,3.4,1450.2,3263.1,483.2,44.3,182.1,11.32,4.596,1100,25.44,1312,97.7,1411,0,35,22.58,753,76.7,1232,0.695,159.6,47.2,0.668,0.068,0.03,0.089,0.204,0.048,0.031,0.098,0.126,12.34,,
12/1/2016,2016,1.9,1123.8,3133.7,512.4,43.23,195.8,11.56,4.116,1037,27.33,1247,95.4,816,0,2,22.39,1829,68.67,1247,0.57,297.2,49.28,0.603,0.058,0.028,0.017,0.025,0.052,0.076,0.176,0.138,12.32,,
12/2/2016,2016,11.8,1855.5,3377.8,537.8,44.82,187.6,10.57,5.235,1508,28.16,1222,93.6,0,0,0,22.27,1355,65.42,1223,0.6,272.6,54.22,0.663,0.037,0.023,0.028,0.063,0.115,0.089,0.148,0.096,12.33,,
12/3/2016,2016,6,1519.5,2736.6,451.4,41.73,191.2,11.04,5.714,1451,27.6,1213,94.7,628,0,0,22.35,341,69.63,1223,0.718,235.3,59.73,0.721,0.065,0.032,0.051,0.108,0.186,0.089,0.093,0.094,12.33,,
12/4/2016,2016,0.1,3082.9,5256.7,948,61.33,287.9,15.51,3.637,1044,29.21,1613,89.3,318,0,2,22.07,504,56.96,1119,0.562,241.1,44.2,0.602,0.034,0.018,0.047,0.111,0.077,0.065,0.107,0.104,12.32,,
12/5/2016,2016,12.4,1697,2953.2,506.9,43.1,172.3,10.87,5.075,2358,27.31,1552,98.4,935,0,0,21.89,2228,66.19,1544,0.833,127.7,46.05,0.726,0.068,0.053,0.231,0.293,0.046,0.019,0.041,0.083,12.33,,
12/6/2016,2016,6,1639.1,3714.8,673.9,48.1,231.5,12.72,7.47,130,28.6,1208,95.8,449,0,8,21.92,123,62.62,1217,0.908,117.9,61.68,0.741,0.086,0.128,0.244,0.176,0.073,0.047,0.072,0.083,12.32,,
12/7/2016,2016,1.2,1767.1,3486.3,617.1,47.68,236.2,13.35,4.596,313,27.34,1127,93.4,500,0,1,22.34,706,65.18,1127,0.828,124.1,61.09,0.665,0.077,0.12,0.221,0.17,0.071,0.037,0.058,0.074,12.33,,
12/8/2016,2016,0.1,1563.1,2647.9,458.9,37.91,169.6,10.49,3.797,2359,25.81,1504,90.2,2326,0,1,22.15,451,65.04,1504,0.696,168.9,53.47,0.608,0.042,0.038,0.14,0.181,0.104,0.047,0.068,0.075,12.33,,
12/9/2016,2016,0.5,1800.9,3166,568,42.33,185,11.34,4.755,1,27.21,1509,94.6,205,0,25,22.11,510,62.32,1510,0.833,135.1,51.12,0.694,0.06,0.083,0.227,0.181,0.077,0.043,0.074,0.089,12.32,,
12/10/2016,2016,2.1,2390.9,4085.7,722,55.23,247.1,14.4,4.915,2332,27.95,1155,94.1,2359,0,1,22.4,653,60.78,1411,0.898,62.5,59.03,0.725,0.161,0.137,0.153,0.106,0.073,0.043,0.07,0.155,12.33,,
12/11/2016,2016,2,1777.2,3062.9,537.6,45.47,205.6,12.32,6.194,949,27.31,1217,95.7,32,0,2,22.37,446,62.68,1348,1.348,86.1,80.3,0.876,0.18,0.254,0.326,0.164,0.095,0.076,0.108,0.144,12.31,,
12/12/2016,2016,4.5,1367,2460.3,403.2,35.47,149.1,9.84,6.034,1008,25.07,1337,93.9,1900,0,1,21.81,1011,70.6,519,1.309,62.65,84.4,0.797,0.209,0.242,0.24,0.129,0.094,0.096,0.13,0.17,12.34,,
12/13/2016,2016,11,1285.2,2329.2,385.1,34.56,143.6,9.56,6.353,425,26.11,1239,99,1123,0,0,21.03,702,77.4,1240,1.217,57.62,79.5,0.883,0.18,0.255,0.244,0.11,0.08,0.085,0.128,0.135,12.33,,
12/14/2016,2016,3.3,2404.3,3935.3,763,56.77,258.5,14.81,5.714,223,28.07,1401,94.7,310,0,0,21.18,330,58.46,1401,1.007,127,56.56,0.838,0.083,0.153,0.271,0.193,0.098,0.052,0.075,0.083,12.32,,
12/15/2016,2016,0,2663.9,4371.4,835,58.02,268.7,14.7,5.235,1223,27.5,1625,87.3,0,0,3,21.74,433,57.12,1222,0.725,171.1,50.89,0.704,0.121,0.066,0.078,0.115,0.095,0.048,0.073,0.129,12.32,,
12/16/2016,2016,1.3,1842.5,3100.2,573.3,44.96,214.2,12.35,5.235,939,26.7,1215,94,624,0,0,21.88,437,67,1148,0.768,154.4,56.85,0.671,0.087,0.09,0.146,0.134,0.107,0.059,0.058,0.087,12.33,,
12/17/2016,2016,16.5,1454.3,2490.5,459.5,38.85,151.3,9.58,5.714,2301,25.66,1246,96.6,1951,0,2,21.25,2338,72.2,1122,1.36,51.79,77.3,0.871,0.218,0.312,0.249,0.114,0.078,0.088,0.145,0.155,12.32,,
12/18/2016,2016,3.2,1597.3,2714.3,507.6,41.63,168.6,10.46,7.31,940,25.61,1357,95.3,59,0,16,21.31,1052,68.82,1643,1.56,105.1,80.2,0.946,0.178,0.301,0.42,0.204,0.128,0.096,0.103,0.131,12.32,,
12/19/2016,2016,6.6,1580.3,2683.5,512.6,41.23,169.4,10.27,10.19,12,25.83,1220,94.1,0,0,1,19.64,2328,65.25,1218,1.424,137.2,75.7,0.939,0.11,0.201,0.418,0.261,0.157,0.103,0.088,0.087,12.32,,
12/20/2016,2016,4,1382.3,2370.8,431.7,36.7,135.8,8.85,6.513,448,25.32,1421,96.6,713,0,3,19.4,537,72.8,1415,1.288,121.8,78.7,0.87,0.126,0.188,0.356,0.222,0.121,0.081,0.093,0.101,12.34,,
12/21/2016,2016,0,1034.5,1774.6,309.8,35.31,102.6,7.9,4.596,1117,24.95,1256,86.5,20,0,0,21.56,106,71.4,1108,1.076,137.7,63.91,0.727,0.064,0.132,0.351,0.243,0.11,0.065,0.057,0.055,12.32,,
12/22/2016,2016,0.4,1765.7,2947.3,525.8,42.97,189.7,10.8,4.116,2145,25.62,1323,90.7,2358,0,1,21.53,649,64.06,1114,1.008,146.6,55.37,0.697,0.047,0.072,0.302,0.309,0.104,0.049,0.066,0.059,12.32,,
12/23/2016,2016,6.6,1267.2,2206.8,384.7,38.96,135.9,9.01,6.513,231,24.79,1506,93.9,443,0,34,21.08,248,76.9,1507,1.02,151.1,61.53,0.708,0.051,0.101,0.311,0.248,0.133,0.071,0.059,0.047,12.32,,
12/24/2016,2016,11.4,1323.1,2312.1,432.9,36.83,155.7,9.64,7.79,830,25.57,1147,96,511,0,1,21.03,843,69.15,1151,1.365,73.3,84.2,0.898,0.218,0.293,0.276,0.131,0.098,0.099,0.112,0.138,12.32,,
12/25/2016,2016,0.3,1547.2,2548.3,484.5,42.26,171.8,10.49,4.755,212,25.65,1410,93.2,4,0,1,21.25,2354,66.59,1642,0.978,172,73.2,0.736,0.089,0.112,0.159,0.166,0.175,0.117,0.083,0.078,12.34,,
12/26/2016,2016,2.2,1475.8,2427.6,445.9,42.84,159.4,9.98,5.874,517,24.82,1249,90.2,658,0,0,21.03,57,72.8,1245,1.084,177.9,69.84,0.63,0.06,0.085,0.169,0.249,0.264,0.125,0.075,0.058,12.33,,
12/27/2016,2016,4.1,1704.4,2823.3,532.8,47.24,205.5,11.99,6.194,912,26.1,1420,91.3,1848,0,5,20.73,1811,64.66,1420,1.18,146,73.3,0.787,0.101,0.187,0.263,0.191,0.155,0.1,0.088,0.095,12.34,,
12/28/2016,2016,4.8,1784.3,2947.4,575.7,53.51,206.6,11.55,7.63,1842,25.56,1408,90.5,1856,0,4,20.71,1851,63.35,1355,0.941,184.8,63.49,0.749,0.106,0.134,0.146,0.123,0.135,0.104,0.098,0.095,12.33,,
12/29/2016,2016,0.7,1666.3,2779.5,536.9,45.68,188.4,10.87,4.915,1413,25.33,1301,93.1,152,0,0,20.55,737,65.11,1257,0.756,255.9,61.32,0.657,0.11,0.086,0.059,0.059,0.098,0.133,0.114,0.097,12.21,,
12/30/2016,2016,2.4,1943.9,4349.7,642.8,52.15,233,13.09,3.956,1235,27.18,1618,93.9,757,0,1,21.26,707,59.29,1601,0.64,205.1,52.1,0.631,0.07,0.057,0.067,0.131,0.1,0.078,0.075,0.063,12.33,,
12/31/2016,2016,4.6,1646.7,3699.4,501.9,42.52,183.6,10.63,6.194,1758,25.14,1118,94.1,1426,0,132,21.02,1437,67,1052,1.338,129.8,57.32,0.837,0.078,0.18,0.418,0.36,0.106,0.041,0.07,0.086,12.32,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
