TIMESTAMP,RECORD,Rain_mm_Tot,PanLevel,AirTC_Avg,RH,T107_C_Avg,PTemp_C,AirTC_Max,AirTC_TMx,RH_Max,RH_TMx,T107_C_Max,T107_C_TMx,WS_ms_Max,WS_ms_TMx,AirTC_Min,AirTC_TMn,RH_Min,RH_TMn,T107_C_Min,T107_C_TMn,WS_ms_Min,WS_ms_TMn,SlrkW_2_Avg,SlrMJ_2_Tot,PAR_Den_Avg,PAR_Tot_Tot,BP_mmHg,AirTC_Std,T107_C_Std,SlrkW_2_Std,PAR_Den_Std,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Std,WindDir_Hst(1),WindDir_Hst(2),WindDir_Hst(3),WindDir_Hst(4),WindDir_Hst(5),WindDir_Hst(6),WindDir_Hst(7),WindDir_Hst(8),BattV,Comentario
TS,RN,mm,inches,Deg C,%,Deg C,Deg C,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,Deg C,Deg C,%,%,Deg C,Deg C,meters/second,meters/second,kW/m^2,MJ/m^2,umol/s/m^2,mmol/m^2,mmHg,Deg C,Deg C,kW/m^2,umol/s/m^2,meters/second,Deg,Deg,meters/second,degrees,degrees,degrees,degrees,degrees,degrees,degrees,degrees,Volts,
,,Tot,Smp,Avg,Smp,Avg,Smp,Max,TMx,Max,TMx,Max,TMx,Max,TMx,Min,TMn,Min,TMn,Min,TMn,Min,TMn,Avg,Tot,Avg,Tot,Smp,Std,Std,Std,Std,WVc,WVc,WVc,Std,"Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02","Hst,8,NaN,0.0000e+00,3.6000e+02",Smp,
5/24/2014 0:00,136,0,9.45,26.17,94.8,30,23.99,31.51,5/24/2014 15:08,99.8,5/24/2014 5:06,34.92,5/24/2014 15:44,3.635,5/24/2014 11:40,22.49,5/24/2014 4:55,59.81,5/24/2014 14:45,26.43,5/24/2014 7:00,0,5/24/2014 0:00,106.6,0.9152028,431.3,37256.7,764.8,2.889,2.71,159.6,635.9,0.496,156.6,56.41,0.479,0.045,0.054,0.053,0.172,0.078,0.035,0.023,0.037,12.37,
5/25/2014 0:00,137,2.6,9.41,25.26,100,29.26,23.01,30.66,5/25/2014 13:14,100,5/25/2014 5:34,32.69,5/25/2014 15:54,3.076,5/25/2014 13:48,22.1,5/25/2014 5:13,64.75,5/25/2014 15:07,26.67,5/25/2014 7:05,0,5/25/2014 0:00,79.01,0.6781988,327.8,28317.98,765.2,2.328,1.837,125.6,509,0.362,165.1,48.37,0.413,0.028,0.021,0.028,0.149,0.067,0.03,0.018,0.021,12.37,
5/26/2014 0:00,138,0.4,9.37,25.05,98.9,28.45,22.59,30.32,5/26/2014 12:54,100,5/26/2014 0:00,31.53,5/26/2014 14:14,2.996,5/26/2014 12:41,21.95,5/26/2014 5:37,61.8,5/26/2014 12:57,25.79,5/26/2014 7:04,0,5/26/2014 0:00,72.83,0.6250862,297,25658.8,765.5,2.566,1.832,115.9,466.4,0.421,161,60.36,0.42,0.045,0.031,0.032,0.146,0.061,0.03,0.025,0.052,12.38,
5/27/2014 0:00,139,14,9.56,24.09,100,27.66,22.36,30.72,5/27/2014 11:27,100,5/27/2014 2:11,30.27,5/27/2014 15:47,3.715,5/27/2014 10:36,20.85,5/27/2014 5:54,62.64,5/27/2014 11:11,25.02,5/27/2014 7:17,0,5/27/2014 0:00,71.93,0.6174018,291.8,25207.14,764.9,2.409,1.743,124.2,494.2,0.353,173.9,57.07,0.418,0.038,0.021,0.023,0.1,0.074,0.028,0.02,0.048,12.38,
5/28/2014 0:00,140,0,9.55,24.55,99.7,27.37,23.07,28.86,5/28/2014 13:03,100,5/28/2014 0:00,30.02,5/28/2014 15:41,3.396,5/28/2014 12:04,21.92,5/28/2014 6:12,72.33,5/28/2014 12:04,24.97,5/28/2014 6:46,0,5/28/2014 0:00,61.85,0.5309092,253.3,21879.12,764.2,2.136,1.654,86.5,352.4,0.331,167.8,41.6,0.406,0.013,0.016,0.028,0.145,0.059,0.035,0.021,0.015,12.37,
5/29/2014 0:00,141,14,9.74,24.8,100,28.41,22.42,30.4,5/29/2014 13:36,100,5/29/2014 0:25,32.62,5/29/2014 15:48,3.156,5/29/2014 11:52,22.23,5/29/2014 6:19,66.97,5/29/2014 13:27,25.28,5/29/2014 6:34,0,5/29/2014 0:00,91,0.78103,367.8,31769.97,764,2.316,2.434,152.7,610.6,0.358,167,54.99,0.444,0.032,0.028,0.027,0.114,0.062,0.031,0.023,0.04,12.38,
5/30/2014 0:00,142,0.3,9.7,24.66,100,27.99,22.53,29.57,5/30/2014 13:10,100,5/30/2014 0:00,30.72,5/30/2014 16:05,3.875,5/30/2014 13:41,21.34,5/30/2014 5:55,70.07,5/30/2014 12:40,25.26,5/30/2014 7:11,0,5/30/2014 0:00,71.85,0.616701,291.4,25171.56,764,2.577,1.744,110.7,442.6,0.378,160.3,51.67,0.461,0.033,0.024,0.033,0.139,0.059,0.034,0.02,0.035,12.38,
5/31/2014 0:00,143,5.6,9.74,25.34,96.3,28.9,23.78,30.44,5/31/2014 13:10,100,5/31/2014 0:00,33.56,5/31/2014 16:07,3.316,5/31/2014 14:10,21.81,5/31/2014 5:59,58.82,5/31/2014 14:58,25.16,5/31/2014 6:30,0,5/31/2014 0:00,100.7,0.8644153,409.4,35361.16,763.4,2.672,2.771,154.9,619.8,0.423,164.7,55.04,0.442,0.04,0.031,0.035,0.162,0.07,0.039,0.021,0.025,12.37,
6/1/2014 0:00,144,22,9.82,25,100,28.28,22.84,30.07,6/1/2014 10:14,100,6/1/2014 0:49,30.73,6/1/2014 13:27,2.357,6/1/2014 9:48,22.62,6/1/2014 5:42,72.71,6/1/2014 10:12,26.26,6/1/2014 6:51,0,6/1/2014 0:00,60.52,0.5194433,242,20900.7,763.1,2.102,1.315,108.6,429,0.355,156.3,53.4,0.372,0.026,0.028,0.047,0.137,0.051,0.02,0.018,0.028,12.36,
6/2/2014 0:00,145,0.8,9.79,25.84,98.7,28.85,22.39,31.56,6/2/2014 13:39,100,6/2/2014 0:00,34.09,6/2/2014 15:55,3.875,6/2/2014 14:36,22.51,6/2/2014 23:56,59.62,6/2/2014 14:15,25.28,6/2/2014 6:39,0,6/2/2014 0:00,101.8,0.8734559,413.6,35727.51,762.3,2.922,2.96,163,652.9,0.519,157.7,66.08,0.545,0.075,0.082,0.06,0.123,0.08,0.024,0.023,0.05,12.36,
6/3/2014 0:00,146,0,9.64,25.89,99.2,29.89,22.33,32.37,6/3/2014 12:22,100,6/3/2014 1:24,34.77,6/3/2014 15:03,3.236,6/3/2014 15:10,21.39,6/3/2014 3:58,51.67,6/3/2014 11:46,25.66,6/3/2014 6:54,0,6/3/2014 0:00,117,1.00396,467.2,40355.98,762.2,3.704,3.017,160.3,637.5,0.527,93.9,68.95,0.535,0.116,0.097,0.057,0.112,0.035,0.016,0.024,0.071,12.37,
6/4/2014 0:00,147,0,9.54,25.99,98.3,29.76,23.38,31.52,6/4/2014 13:53,100,6/4/2014 0:59,33.88,6/4/2014 15:32,3.316,6/4/2014 9:30,22.01,6/4/2014 0:44,63.51,6/4/2014 12:22,26.41,6/4/2014 6:57,0,6/4/2014 0:00,92,0.7898773,369.1,31883.77,762.7,3.07,2.387,132.1,522.6,0.46,144.7,61.49,0.484,0.063,0.07,0.05,0.143,0.055,0.019,0.02,0.041,12.37,
6/5/2014 0:00,148,4.7,9.55,25.65,95.3,29.46,24.66,30.9,6/5/2014 13:52,100,6/5/2014 6:27,32.99,6/5/2014 14:29,3.076,6/5/2014 7:46,22.84,6/5/2014 2:51,63.39,6/5/2014 13:49,26.77,6/5/2014 6:49,0,6/5/2014 0:00,81.7,0.7014034,335.4,28972.86,763.3,2.154,1.988,127.4,518.1,0.385,163.3,47.03,0.428,0.027,0.034,0.032,0.158,0.063,0.031,0.019,0.02,12.37,
6/6/2014 0:00,149,4.6,9.51,26.04,100,29.65,23.41,31.86,6/6/2014 14:49,100,6/6/2014 3:33,33.67,6/6/2014 15:32,3.555,6/6/2014 12:38,23.24,6/6/2014 4:58,56.71,6/6/2014 14:52,26.74,6/6/2014 6:52,0,6/6/2014 0:00,90.8,0.7796903,367.7,31759.29,763.5,2.486,2.27,151.7,603.4,0.496,158.5,52.69,0.473,0.045,0.041,0.056,0.192,0.075,0.037,0.023,0.027,12.37,
6/7/2014 0:00,150,8.5,9.6,25.46,100,29.34,23.29,30.53,6/7/2014 12:30,100,6/7/2014 0:00,33.06,6/7/2014 15:02,2.597,6/7/2014 8:27,21.91,6/7/2014 5:25,65.44,6/7/2014 10:56,26.28,6/7/2014 6:52,0,6/7/2014 0:02,90,0.7723976,363.3,31380.86,763.7,2.445,2.197,147.7,588.6,0.422,165.7,56.87,0.451,0.039,0.029,0.031,0.143,0.068,0.039,0.03,0.044,12.37,
6/8/2014 0:00,151,26.4,9.82,24.79,100,28.25,23.44,29.88,6/8/2014 11:59,100,6/8/2014 0:00,31.42,6/8/2014 15:04,2.996,6/8/2014 13:30,21.86,6/8/2014 4:53,74.85,6/8/2014 13:30,25.9,6/8/2014 7:40,0,6/8/2014 0:00,67.94,0.5831457,273.9,23655.65,763.9,2.274,1.673,123.3,486.3,0.326,149.9,48.56,0.425,0.031,0.032,0.032,0.122,0.049,0.02,0.015,0.024,12.37,
6/9/2014 0:00,152,13.8,9.8,26.32,98.9,29,23.87,31.17,6/9/2014 14:12,100,6/9/2014 0:00,33.04,6/9/2014 15:50,2.677,6/9/2014 12:47,23.58,6/9/2014 0:18,66.96,6/9/2014 10:31,25.63,6/9/2014 7:02,0,6/9/2014 0:00,88.9,0.7629156,354,30579.18,765.1,2.408,2.562,136.9,538,0.528,155.3,61.39,0.435,0.05,0.054,0.068,0.178,0.076,0.041,0.027,0.034,12.39,
6/10/2014 0:00,153,6,9.66,27.08,96.7,30.87,24.75,31.84,6/10/2014 14:04,100,6/10/2014 1:42,35.77,6/10/2014 15:58,2.996,6/10/2014 14:07,23.67,6/10/2014 1:29,64.23,6/10/2014 13:24,27.16,6/10/2014 7:05,0,6/10/2014 0:00,110.4,0.9477715,443.9,38345.13,765,2.586,2.949,168.3,665.2,0.459,158.6,55.27,0.479,0.043,0.044,0.051,0.156,0.075,0.04,0.024,0.027,12.38,
6/11/2014 0:00,154,1,9.51,27.35,94.7,31.48,24.75,32.08,6/11/2014 14:09,97.6,6/11/2014 1:07,36.44,6/11/2014 15:26,3.076,6/11/2014 8:59,24.46,6/11/2014 0:10,60.21,6/11/2014 13:02,28.03,6/11/2014 6:41,0,6/11/2014 0:00,114.2,0.980645,451.3,38984.89,765,2.439,2.69,168.3,661.8,0.524,151.3,62.68,0.488,0.063,0.067,0.054,0.162,0.072,0.043,0.031,0.033,12.38,
6/12/2014 0:00,155,0,9.39,26.72,97.1,31.32,23.99,32.33,6/12/2014 13:13,99.7,6/12/2014 4:15,36.25,6/12/2014 15:55,3.555,6/12/2014 15:16,22.95,6/12/2014 5:57,58.61,6/12/2014 12:02,27.59,6/12/2014 7:13,0,6/12/2014 0:00,115,0.9869621,456.2,39409.96,764.7,2.975,2.757,177.3,692.9,0.394,149.6,50.75,0.458,0.041,0.044,0.042,0.145,0.056,0.028,0.015,0.023,12.37,
6/13/2014 0:00,156,3.9,9.37,25.35,99,29.44,23.32,30,6/13/2014 10:44,100,6/13/2014 4:51,32.05,6/13/2014 15:07,2.277,6/13/2014 9:19,22.21,6/13/2014 5:22,66.3,6/13/2014 10:45,27.14,6/13/2014 6:52,0,6/13/2014 0:00,71.8,0.6162891,289.6,25017.49,764.7,2.168,1.475,111.5,443.3,0.361,170.2,51.75,0.407,0.025,0.02,0.028,0.129,0.072,0.038,0.021,0.028,12.38,
6/14/2014 0:00,157,0.5,9.31,26.64,95.6,30.26,25.61,32.91,6/14/2014 12:57,100,6/14/2014 3:24,35.55,6/14/2014 14:13,2.437,6/14/2014 10:44,22.55,6/14/2014 4:45,56.88,6/14/2014 11:47,26.15,6/14/2014 6:38,0,6/14/2014 0:00,110.4,0.9479268,437.6,37798.43,765.3,3.031,3.202,176.9,696.5,0.406,157.1,59.49,0.448,0.045,0.026,0.037,0.131,0.058,0.031,0.026,0.053,12.38,
6/15/2014 0:00,158,0.1,9.26,27.59,95,31.15,25.58,32.21,6/15/2014 12:22,98.6,6/15/2014 4:59,35.34,6/15/2014 15:57,3.236,6/15/2014 14:05,24.41,6/15/2014 4:56,61.99,6/15/2014 12:22,27.86,6/15/2014 7:02,0,6/15/2014 0:00,99.5,0.8543707,395.7,34183.02,765.2,2.383,2.411,144.6,571,0.48,144.3,53.71,0.467,0.045,0.063,0.071,0.17,0.06,0.031,0.022,0.018,12.38,
6/16/2014 0:00,159,0.4,9.18,27.11,98.8,31.23,23.47,32.54,6/16/2014 13:06,100,6/16/2014 5:14,35.91,6/16/2014 15:48,3.396,6/16/2014 15:46,23.51,6/16/2014 23:59,56.05,6/16/2014 13:51,27.78,6/16/2014 7:11,0,6/16/2014 0:00,108.9,0.934886,429.6,37111.39,765.1,2.782,2.612,153.6,602.5,0.418,153.2,55.06,0.476,0.047,0.043,0.04,0.144,0.056,0.033,0.026,0.029,12.36,
6/17/2014 0:00,160,0,8.82,26.14,98.2,29.66,24.07,31.45,6/17/2014 13:41,100,6/17/2014 3:15,32.97,6/17/2014 14:59,2.996,6/17/2014 15:38,22.1,6/17/2014 6:01,63.75,6/17/2014 11:10,26.67,6/17/2014 6:51,0,6/17/2014 0:00,77.52,0.665395,307.1,26530.41,765.2,2.871,1.917,118.2,465.7,0.349,157.7,65.4,0.434,0.044,0.024,0.026,0.093,0.047,0.029,0.025,0.061,12.37,
6/18/2014 0:00,161,1.8,8.81,25.56,97.4,28.63,24.39,29.45,6/18/2014 12:38,100,6/18/2014 3:56,31.03,6/18/2014 15:13,2.517,6/18/2014 12:12,22.42,6/18/2014 6:02,64.05,6/18/2014 14:04,26.41,6/18/2014 6:32,0,6/18/2014 0:00,61.76,0.5300767,251.2,21699.75,765.5,2.026,1.459,78.32,318.1,0.264,168.3,34.04,0.355,0.011,0.009,0.02,0.13,0.052,0.022,0.011,0.009,12.38,
6/19/2014 0:00,162,4,8.79,26.46,99.5,30.03,24.45,32.11,6/19/2014 12:39,100,6/19/2014 2:19,35.37,6/19/2014 15:38,3.076,6/19/2014 11:38,23.11,6/19/2014 6:00,57.9,6/19/2014 12:24,26.07,6/19/2014 7:07,0,6/19/2014 0:00,108,0.9269111,431.3,37255.44,765.4,2.88,3.136,174.8,689.1,0.371,155.2,46.74,0.437,0.028,0.029,0.04,0.158,0.052,0.027,0.015,0.021,12.37,
6/20/2014 0:00,163,33.8,9.79,25.82,100,28.47,25.28,28.97,6/20/2014 11:18,100,6/20/2014 1:54,30.08,6/20/2014 11:16,2.836,6/20/2014 8:39,24.29,6/20/2014 2:41,87,6/20/2014 9:35,27.23,6/20/2014 7:23,0,6/20/2014 0:00,40.45,0.3471979,164.3,14192.66,764.6,0.974,0.766,84.7,335.4,0.347,157.5,49.26,0.349,0.02,0.023,0.043,0.151,0.049,0.022,0.014,0.025,12.37,
6/21/2014 0:00,164,17.7,9.79,27.45,97.8,29.99,25.76,32.26,6/21/2014 13:19,100,6/21/2014 0:00,34.2,6/21/2014 15:09,2.437,6/21/2014 2:33,25.09,6/21/2014 6:05,71.3,6/21/2014 13:24,26.63,6/21/2014 7:02,0,6/21/2014 0:00,90.2,0.773827,366.4,31651.93,764.7,2.158,2.773,135.6,545.9,0.39,142.7,49.28,0.391,0.035,0.049,0.051,0.161,0.039,0.017,0.018,0.02,12.39,
6/22/2014 0:00,165,6.1,9.66,27.63,97.9,31.78,24.57,32.89,6/22/2014 13:51,99.7,6/22/2014 6:39,36.88,6/22/2014 15:18,3.236,6/22/2014 11:55,24.47,6/22/2014 23:53,52.62,6/22/2014 13:25,28.23,6/22/2014 7:28,0,6/22/2014 0:00,116.8,1.00287,477.9,41285.59,764.6,2.618,2.892,172.3,696.9,0.387,137.2,50.42,0.448,0.051,0.057,0.048,0.14,0.04,0.019,0.014,0.019,12.37,
6/23/2014 0:00,166,1.9,9.56,26.71,97.2,30.96,24.28,31.77,6/23/2014 14:47,100,6/23/2014 1:44,34.5,6/23/2014 15:12,3.955,6/23/2014 9:19,23.54,6/23/2014 4:15,66.29,6/23/2014 14:23,28.07,6/23/2014 7:45,0,6/23/2014 0:00,89.5,0.7680372,365.9,31605.37,766.1,2.597,2.014,148.5,595.1,0.42,151.9,45.55,0.499,0.031,0.042,0.057,0.167,0.055,0.031,0.019,0.018,12.37,
6/24/2014 0:00,167,0.8,9.42,27.21,98.1,31.51,24.16,32.94,6/24/2014 13:34,99.4,6/24/2014 6:19,37.25,6/24/2014 15:59,2.677,6/24/2014 12:44,23.74,6/24/2014 6:01,60.7,6/24/2014 15:01,27.56,6/24/2014 6:37,0,6/24/2014 0:00,118.8,1.019687,481,41545.91,766.4,2.972,3.151,182.2,725.5,0.42,150.8,50.21,0.484,0.047,0.046,0.048,0.161,0.05,0.028,0.018,0.022,12.37,
6/25/2014 0:00,168,0.4,9.31,27.05,97.7,30.97,25.76,32.81,6/25/2014 13:19,100,6/25/2014 3:19,35.72,6/25/2014 15:58,2.916,6/25/2014 16:41,22.53,6/25/2014 6:13,57.5,6/25/2014 13:22,27.59,6/25/2014 8:38,0,6/25/2014 0:00,113.1,0.9709336,450.7,38934.77,765.3,3.078,2.56,178.9,701.1,0.446,162.2,55.84,0.474,0.039,0.036,0.039,0.154,0.074,0.039,0.024,0.039,12.38,
6/26/2014 0:00,169,0.1,7.9,27.9,97.8,31.11,25.07,33.35,6/26/2014 12:29,100,6/26/2014 5:39,36.03,6/26/2014 9:40,2.996,6/26/2014 14:40,24.74,6/26/2014 3:26,53.11,6/26/2014 12:33,27.43,6/26/2014 8:24,0,6/26/2014 0:00,116.5,1.00033,458.1,39573.03,765.1,2.888,2.413,164.5,642.3,0.389,147.2,51.82,0.439,0.032,0.045,0.046,0.147,0.051,0.026,0.017,0.025,12.38,
6/27/2014 0:00,170,0.9,7.797,27.34,98.3,29.97,24.81,33.29,6/27/2014 13:01,100,6/27/2014 3:46,35.29,6/27/2014 15:01,2.597,6/27/2014 12:06,23.82,6/27/2014 4:32,55.24,6/27/2014 13:02,26.14,6/27/2014 6:40,0,6/27/2014 0:00,105.3,0.9041035,419.3,36218.46,765.5,3.005,2.991,159.2,627.5,0.424,156,50.22,0.451,0.035,0.034,0.039,0.178,0.066,0.025,0.018,0.03,12.37,
6/28/2014 0:00,171,0,7.67,27.21,97.3,29.89,23.7,33.39,6/28/2014 13:38,100,6/28/2014 0:59,35.56,6/28/2014 15:26,2.757,6/28/2014 9:58,23.37,6/28/2014 6:17,53.73,6/28/2014 13:01,25.67,6/28/2014 7:04,0,6/28/2014 0:00,114,0.9785155,449.5,38831.12,766.7,3.206,3.282,180.3,702.7,0.436,160.7,61.44,0.492,0.048,0.033,0.038,0.128,0.061,0.033,0.028,0.068,12.37,
6/29/2014 0:00,172,1.8,7.563,27.04,100,29.62,24.81,33.86,6/29/2014 14:20,100,6/29/2014 20:36,35.87,6/29/2014 15:06,2.916,6/29/2014 14:07,22.84,6/29/2014 1:50,53.27,6/29/2014 14:03,25.25,6/29/2014 6:28,0,6/29/2014 0:00,108.2,0.9285625,422.5,36496.09,765.3,3.41,3.427,168.3,653,0.405,148.6,57.37,0.458,0.05,0.041,0.038,0.134,0.055,0.023,0.022,0.042,12.37,
6/30/2014 0:00,173,7.1,7.67,25.86,100,27.9,24.07,31.16,6/30/2014 11:36,100,6/30/2014 0:00,29.74,6/30/2014 11:49,2.437,6/30/2014 11:49,24.01,6/30/2014 23:58,70.99,6/30/2014 11:09,26.07,6/30/2014 6:41,0,6/30/2014 0:00,49.31,0.4232594,199.5,17235.75,764.3,1.511,1.145,78.13,311.9,0.285,157.5,40.88,0.39,0.023,0.021,0.031,0.128,0.038,0.015,0.009,0.019,12.37,
7/1/2014 0:00,174,0,7.602,26.86,98.5,28.79,24.33,32.77,7/1/2014 13:34,100,7/1/2014 0:00,34.72,7/1/2014 16:08,2.757,7/1/2014 14:46,23.47,7/1/2014 3:20,57.43,7/1/2014 13:21,24.97,7/1/2014 6:11,0,7/1/2014 0:00,94.8,0.8139712,379.9,32816.49,765.1,2.898,3.229,140.9,558.9,0.383,142.1,50.63,0.458,0.042,0.048,0.049,0.135,0.044,0.021,0.021,0.023,12.37,
7/2/2014 0:00,175,0,7.46,27.09,96,29.5,24.51,32.97,7/2/2014 13:41,100,7/2/2014 1:34,35.41,7/2/2014 15:17,3.156,7/2/2014 15:25,22.69,7/2/2014 6:26,50.56,7/2/2014 13:19,25.17,7/2/2014 7:26,0,7/2/2014 0:00,109.5,0.9402575,429.4,37091.75,765.5,3.213,3.324,164,638.2,0.454,157.1,50.73,0.455,0.032,0.034,0.053,0.187,0.069,0.032,0.021,0.026,12.37,
7/3/2014 0:00,176,1.8,7.42,26.22,94.8,28.59,25.22,31.88,7/3/2014 13:07,100,7/3/2014 3:53,32.97,7/3/2014 15:37,3.316,7/3/2014 12:32,22.3,7/3/2014 4:12,60.03,7/3/2014 13:10,24.92,7/3/2014 6:25,0,7/3/2014 0:01,88.5,0.7597291,355.8,30730.73,766.5,2.649,2.651,150.6,595.1,0.466,153.9,47.82,0.495,0.027,0.038,0.066,0.192,0.069,0.032,0.02,0.022,12.37,
7/4/2014 0:00,177,0,7.259,27.19,89.2,29.42,24.84,33.26,7/4/2014 12:08,99.5,7/4/2014 5:35,35.09,7/4/2014 15:14,3.875,7/4/2014 10:32,23.17,7/4/2014 6:04,58.23,7/4/2014 12:08,25.12,7/4/2014 7:09,0,7/4/2014 0:00,109.3,0.9381539,427.6,36933.71,766.1,2.994,3.348,168.6,653.1,0.517,152.6,62.78,0.492,0.047,0.055,0.056,0.152,0.078,0.043,0.033,0.053,12.36,
7/5/2014 0:00,178,9.3,7.402,25.6,100,27.68,23.32,30.7,7/5/2014 12:23,100,7/5/2014 19:31,31.13,7/5/2014 16:06,3.635,7/5/2014 10:17,23.23,7/5/2014 22:45,68.12,7/5/2014 11:57,24.87,7/5/2014 6:50,0,7/5/2014 0:00,65.3,0.5605302,261.6,22597.95,765.2,2.293,2.012,108.5,429.2,0.437,163.1,56.85,0.457,0.031,0.024,0.042,0.156,0.074,0.035,0.026,0.048,12.37,
7/6/2014 0:00,179,1.7,7.4,26.83,93.6,28.96,25.83,31.43,7/6/2014 12:24,100,7/6/2014 0:00,34.16,7/6/2014 14:53,3.955,7/6/2014 12:40,23.27,7/6/2014 1:14,67.9,7/6/2014 13:57,24.73,7/6/2014 6:29,0,7/6/2014 0:00,101.5,0.8710216,403.1,34816.53,765.7,2.582,3.394,152.2,602.8,0.5,143.8,52.75,0.498,0.043,0.065,0.071,0.186,0.06,0.029,0.021,0.025,12.37,
7/7/2014 0:00,180,0,7.244,27.77,94.8,29.83,25.46,32.74,7/7/2014 13:59,96.7,7/7/2014 6:45,35.33,7/7/2014 16:03,3.396,7/7/2014 12:55,24.56,7/7/2014 6:22,53.9,7/7/2014 13:44,25.96,7/7/2014 7:01,0,7/7/2014 0:01,105.3,0.903522,411.1,35510.23,767.2,2.53,3.047,156.4,604.7,0.503,153.8,55.8,0.481,0.045,0.063,0.052,0.179,0.079,0.036,0.025,0.023,12.36,
7/8/2014 0:00,181,0.3,7.138,26.51,97.2,28.38,24.78,31.63,7/8/2014 11:28,100,7/8/2014 4:59,31.95,7/8/2014 14:06,3.076,7/8/2014 10:18,23.03,7/8/2014 5:33,62.59,7/8/2014 11:29,25.26,7/8/2014 7:02,0,7/8/2014 0:00,70.68,0.6066411,274.2,23685.57,766.5,2.513,2.135,118.5,455.8,0.432,153.7,60.95,0.458,0.05,0.038,0.037,0.133,0.068,0.031,0.022,0.052,12.37,
7/9/2014 0:00,182,6.9,7.246,25.96,96,28.22,24.16,32.05,7/9/2014 13:15,100,7/9/2014 2:37,33.48,7/9/2014 15:40,3.715,7/9/2014 11:29,22.5,7/9/2014 3:47,59.64,7/9/2014 13:18,24.32,7/9/2014 7:11,0,7/9/2014 0:00,90.5,0.7769747,358.6,30978.81,765.7,2.671,3.005,161.8,631.3,0.448,162.6,57.56,0.461,0.039,0.029,0.041,0.154,0.077,0.032,0.027,0.048,12.36,
7/10/2014 0:00,183,0,7.1,27.1,93,29.26,25.85,32.53,7/10/2014 13:59,100,7/10/2014 6:28,35.65,7/10/2014 15:21,3.316,7/10/2014 14:55,22.99,7/10/2014 6:13,52.73,7/10/2014 13:30,24.61,7/10/2014 7:04,0,7/10/2014 0:00,113.9,0.9780253,450.2,38885.43,765.9,2.973,3.65,177.6,693.1,0.524,148.1,52.76,0.498,0.036,0.051,0.076,0.216,0.06,0.031,0.03,0.024,12.37,
7/11/2014 0:00,184,6.3,7.193,26.48,98.7,28.75,23.9,31.01,7/11/2014 12:12,100,7/11/2014 3:10,32.49,7/11/2014 15:44,3.795,7/11/2014 15:18,23.52,7/11/2014 3:19,68.32,7/11/2014 12:07,25.7,7/11/2014 6:51,0,7/11/2014 0:00,75.3,0.6463096,298.2,25760.44,766,2.085,2.24,116.5,455.8,0.444,153.4,44.35,0.461,0.024,0.029,0.063,0.204,0.064,0.025,0.018,0.016,12.37,
7/12/2014 0:00,185,1.2,7.115,26.59,99.3,29.06,23.93,32.06,7/12/2014 13:04,100,7/12/2014 1:36,34.59,7/12/2014 15:53,2.357,7/12/2014 9:25,23.28,7/12/2014 2:33,64.58,7/12/2014 11:12,24.98,7/12/2014 6:29,0,7/12/2014 0:00,93.6,0.8032893,356.3,30778.54,765.2,2.784,3.184,147.6,561.2,0.358,150.2,44.87,0.411,0.031,0.028,0.045,0.158,0.042,0.02,0.016,0.018,12.36,
7/13/2014 0:00,186,0.1,6.996,26.56,98.8,29.41,23.47,32.97,7/13/2014 14:14,100,7/13/2014 2:05,35.72,7/13/2014 15:53,3.076,7/13/2014 12:12,22.17,7/13/2014 6:25,53.84,7/13/2014 12:26,24.65,7/13/2014 7:53,0,7/13/2014 0:00,111.5,0.9570403,394.4,34069.94,764.9,3.468,3.643,173,612.4,0.376,148.4,50.2,0.432,0.035,0.039,0.042,0.149,0.041,0.023,0.022,0.026,12.37,
7/14/2014 0:00,187,0,6.882,26.54,98.3,29.33,23.81,33.11,7/14/2014 12:47,100,7/14/2014 3:06,36.29,7/14/2014 15:39,2.757,7/14/2014 14:13,22.28,7/14/2014 6:04,52.71,7/14/2014 12:39,24.41,7/14/2014 7:04,0,7/14/2014 0:00,113.5,0.974108,308.5,26644.99,765.1,3.608,3.783,180.7,517.2,0.435,135.7,52.56,0.478,0.049,0.072,0.055,0.149,0.049,0.019,0.018,0.025,12.36,
7/15/2014 0:00,188,7.7,6.978,25.85,100,28.07,24.22,31.02,7/15/2014 13:50,100,7/15/2014 5:12,32.49,7/15/2014 16:17,3.476,7/15/2014 13:05,23.16,7/15/2014 5:30,70.95,7/15/2014 16:06,25.05,7/15/2014 6:48,0,7/15/2014 0:00,67.41,0.5785884,78.31,6764.482,765.5,2.081,2.326,119.3,123.2,0.391,166.7,52.71,0.431,0.037,0.035,0.046,0.127,0.078,0.026,0.015,0.027,12.37,
